      Date;    Time;                         Program; Workpiece no.;     Testpoint;Plane;     Probe no.;         Cycle;        S_MVAR;               Measuring variant;Results:    ;      Setpoint;      Measured;    Difference;Unit
26.11.2019;12:35:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;14,995;-0,005;mm
26.11.2019;12:35:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,001;0;mm
26.11.2019;12:35:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,023;0,014;mm
26.11.2019;12:35:04;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;29,987;-0,013;mm
26.11.2019;12:35:04;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,997;-0,003;mm
26.11.2019;12:35:04;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;12:35:09;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;44,981;-0,019;mm
26.11.2019;12:35:09;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,994;-0,006;mm
26.11.2019;12:35:09;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:35:14;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;60;59,992;-0,008;mm
26.11.2019;12:35:14;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,992;-0,008;mm
26.11.2019;12:35:14;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,021;0,012;mm
26.11.2019;12:35:19;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;75;74,977;-0,023;mm
26.11.2019;12:35:19;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,986;-0,014;mm
26.11.2019;12:35:19;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:35:24;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;90;89,986;-0,014;mm
26.11.2019;12:35:24;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,986;-0,014;mm
26.11.2019;12:35:24;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
26.11.2019;12:35:29;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;105;104,988;-0,012;mm
26.11.2019;12:35:29;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,01;0,01;mm
26.11.2019;12:35:29;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
26.11.2019;12:35:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;120;119,993;-0,007;mm
26.11.2019;12:35:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,985;-0,015;mm
26.11.2019;12:35:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;12:35:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;135;134,995;-0,005;mm
26.11.2019;12:35:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,001;0,001;mm
26.11.2019;12:35:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,017;0,008;mm
26.11.2019;12:35:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;14,987;-0,013;mm
26.11.2019;12:35:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;29,988;-0,012;mm
26.11.2019;12:35:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:35:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;29,986;-0,014;mm
26.11.2019;12:35:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,005;0,005;mm
26.11.2019;12:35:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,017;0,008;mm
26.11.2019;12:35:56;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;44,989;-0,011;mm
26.11.2019;12:35:56;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,009;0,009;mm
26.11.2019;12:35:56;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:36:01;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;60;59,994;-0,006;mm
26.11.2019;12:36:01;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,01;0,01;mm
26.11.2019;12:36:01;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:36:06;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;75;75,005;0,005;mm
26.11.2019;12:36:06;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;29,988;-0,012;mm
26.11.2019;12:36:06;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,023;0,014;mm
26.11.2019;12:36:11;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;90;89,992;-0,008;mm
26.11.2019;12:36:11;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,006;0,006;mm
26.11.2019;12:36:11;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,017;0,008;mm
26.11.2019;12:36:16;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;105;104,994;-0,006;mm
26.11.2019;12:36:16;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;29,999;0;mm
26.11.2019;12:36:16;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:36:21;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;120;120;0;mm
26.11.2019;12:36:21;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,002;0,002;mm
26.11.2019;12:36:21;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
26.11.2019;12:36:26;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;135;134,998;-0,002;mm
26.11.2019;12:36:26;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;29,994;-0,006;mm
26.11.2019;12:36:26;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
26.11.2019;12:36:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;15,003;0,003;mm
26.11.2019;12:36:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;44,996;-0,004;mm
26.11.2019;12:36:34;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:36:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;29,992;-0,008;mm
26.11.2019;12:36:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;44,987;-0,013;mm
26.11.2019;12:36:39;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;12:36:44;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;44,976;-0,024;mm
26.11.2019;12:36:44;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;45,005;0,005;mm
26.11.2019;12:36:44;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,017;0,008;mm
26.11.2019;12:36:49;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;60;59,994;-0,006;mm
26.11.2019;12:36:49;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;45;0;mm
26.11.2019;12:36:49;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,023;0,014;mm
26.11.2019;12:36:53;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;75;74,984;-0,016;mm
26.11.2019;12:36:53;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;45,005;0,005;mm
26.11.2019;12:36:53;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,018;0,009;mm
26.11.2019;12:36:58;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;90;89,995;-0,005;mm
26.11.2019;12:36:58;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;44,995;-0,005;mm
26.11.2019;12:36:58;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;12:37:03;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;105;105,006;0,006;mm
26.11.2019;12:37:03;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;45;44,998;-0,002;mm
