      Date;    Time;                         Program; Workpiece no.;     Testpoint;Plane;     Probe no.;         Cycle;        S_MVAR;               Measuring variant;Results:    ;      Setpoint;      Measured;    Difference;Unit
27.11.2019;13:28:36;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;14,998;-0,002;mm
27.11.2019;13:28:36;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,99;-0,01;mm
27.11.2019;13:28:36;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
27.11.2019;13:28:41;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;29,997;-0,003;mm
27.11.2019;13:28:41;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,991;-0,009;mm
27.11.2019;13:28:41;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
27.11.2019;13:28:46;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;44,996;-0,004;mm
27.11.2019;13:28:46;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15;0;mm
27.11.2019;13:28:46;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,023;0,014;mm
27.11.2019;13:28:51;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;60;60;0;mm
27.11.2019;13:28:51;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15;0;mm
27.11.2019;13:28:51;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,024;0,015;mm
27.11.2019;13:28:55;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;75;74,999;-0,001;mm
27.11.2019;13:28:55;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,02;0,02;mm
27.11.2019;13:28:55;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,018;0,009;mm
27.11.2019;13:29:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;90;90,033;0,033;mm
27.11.2019;13:29:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,992;-0,008;mm
27.11.2019;13:29:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
27.11.2019;13:29:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;105;105,012;0,012;mm
27.11.2019;13:29:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,008;0,008;mm
27.11.2019;13:29:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
27.11.2019;13:29:10;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;120;120,016;0,016;mm
27.11.2019;13:29:10;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,99;-0,01;mm
27.11.2019;13:29:10;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
27.11.2019;13:29:15;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;135;135,013;0,013;mm
27.11.2019;13:29:15;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,981;-0,019;mm
27.11.2019;13:29:15;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
27.11.2019;13:29:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;15,003;0,003;mm
27.11.2019;13:29:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,017;0,017;mm
27.11.2019;13:29:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,024;0,015;mm
