,Bezeichnung Bohrung,Klassifizierung nach Grenzlehrdorn,Klassifizierung nach Messchraube,Klassifizierung nach Messtaster,Messwert Innenmessschraube,Messwert Messtaster,Unnamed: 0,Unnamed: 6
673,,i.O.,n.i.O.,n.i.O.,12.019,12.029000000000002,1889.0,
674,,n.i.O.,n.i.O.,n.i.O.,12.026,12.040999999999999,1890.0,
675,,n.i.O.,n.i.O.,n.i.O.,12.020999999999999,12.038,1891.0,
676,,i.O.,n.i.O.,n.i.O.,12.019,12.024000000000001,1892.0,
677,,i.O.,n.i.O.,n.i.O.,12.024000000000001,12.034,1893.0,
678,,i.O.,i.O.,n.i.O.,12.017999999999999,12.039000000000001,1894.0,
679,,n.i.O.,n.i.O.,n.i.O.,12.02,12.032,1895.0,
680,,i.O.,i.O.,n.i.O.,12.017999999999999,12.027999999999999,1896.0,
681,,i.O.,i.O.,n.i.O.,12.017000000000001,12.027000000000001,1897.0,
682,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,1898.0,
683,,i.O.,i.O.,n.i.O.,12.017000000000001,12.026,1899.0,
684,,i.O.,i.O.,n.i.O.,12.017000000000001,12.035,1900.0,
685,,n.i.O.,n.i.O.,n.i.O.,12.023,12.036,1901.0,
686,,i.O.,i.O.,n.i.O.,12.015999999999998,12.030999999999999,1902.0,
687,,n.i.O.,n.i.O.,n.i.O.,12.026,12.04,1903.0,
688,,i.O.,i.O.,n.i.O.,12.015,12.024000000000001,1904.0,
689,,i.O.,i.O.,n.i.O.,12.017999999999999,12.034,1905.0,
690,,n.i.O.,n.i.O.,n.i.O.,12.022,12.039000000000001,1906.0,
691,,i.O.,i.O.,n.i.O.,12.015,12.023,1907.0,
692,,i.O.,i.O.,n.i.O.,12.017999999999999,12.027999999999999,1908.0,
693,,i.O.,i.O.,n.i.O.,12.014000000000001,12.023,1909.0,
694,,i.O.,n.i.O.,n.i.O.,12.022,12.033,1910.0,
695,,n.i.O.,n.i.O.,n.i.O.,12.02,12.027000000000001,1911.0,
696,,i.O.,i.O.,n.i.O.,12.017999999999999,12.04,1912.0,
697,,i.O.,n.i.O.,n.i.O.,12.023,12.040999999999999,1913.0,
698,,i.O.,i.O.,n.i.O.,12.017999999999999,12.027999999999999,1914.0,
699,,n.i.O.,n.i.O.,n.i.O.,12.027999999999999,12.040999999999999,1915.0,
700,,i.O.,i.O.,n.i.O.,12.015999999999998,12.024000000000001,1916.0,
701,,i.O.,i.O.,n.i.O.,12.017000000000001,12.032,1917.0,
702,,i.O.,i.O.,n.i.O.,12.015999999999998,12.027000000000001,1918.0,
703,,i.O.,n.i.O.,n.i.O.,12.022,12.032,1919.0,
704,,i.O.,i.O.,n.i.O.,12.017999999999999,12.024000000000001,1920.0,
705,,i.O.,i.O.,n.i.O.,12.015999999999998,12.025,1921.0,
706,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,1922.0,
707,,i.O.,i.O.,n.i.O.,12.015,12.022,1923.0,
708,,i.O.,n.i.O.,n.i.O.,12.02,12.029000000000002,1924.0,
709,,i.O.,n.i.O.,n.i.O.,12.019,12.026,1925.0,
710,,n.i.O.,n.i.O.,n.i.O.,12.024000000000001,12.039000000000001,1926.0,
711,,n.i.O.,n.i.O.,n.i.O.,12.019,12.032,1927.0,
712,,i.O.,i.O.,n.i.O.,12.015,12.025,1928.0,
713,,i.O.,n.i.O.,n.i.O.,12.022,12.039000000000001,1929.0,
714,,i.O.,n.i.O.,n.i.O.,12.026,12.030999999999999,1930.0,
715,,i.O.,i.O.,n.i.O.,12.015999999999998,12.030999999999999,1931.0,
716,,i.O.,i.O.,n.i.O.,12.015999999999998,12.026,1932.0,
717,,i.O.,i.O.,n.i.O.,12.017999999999999,12.025,1933.0,
718,,i.O.,i.O.,n.i.O.,12.017000000000001,12.024000000000001,1934.0,
719,,n.i.O.,n.i.O.,n.i.O.,12.030999999999999,12.046,1935.0,
720,,i.O.,i.O.,n.i.O.,12.015,12.023,1936.0,
721,,i.O.,i.O.,n.i.O.,12.015999999999998,12.022,1937.0,
722,,i.O.,i.O.,n.i.O.,12.015999999999998,12.03,1938.0,
723,,i.O.,n.i.O.,n.i.O.,12.023,12.029000000000002,1939.0,
724,,i.O.,n.i.O.,n.i.O.,12.019,12.030999999999999,1940.0,
725,,i.O.,i.O.,n.i.O.,12.013,12.023,1941.0,
726,,i.O.,i.O.,n.i.O.,12.015,12.026,1942.0,
727,,i.O.,i.O.,n.i.O.,12.015999999999998,12.024000000000001,1943.0,
728,,i.O.,i.O.,n.i.O.,12.015999999999998,12.029000000000002,1944.0,
729,,i.O.,i.O.,n.i.O.,12.014000000000001,12.019,1945.0,
730,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,1946.0,
731,,i.O.,i.O.,n.i.O.,12.014000000000001,12.027999999999999,1947.0,
732,,i.O.,i.O.,n.i.O.,12.013,12.027999999999999,1948.0,
733,,i.O.,i.O.,n.i.O.,12.015,12.023,1949.0,
734,,i.O.,i.O.,n.i.O.,12.012,12.022,1950.0,
735,,i.O.,i.O.,n.i.O.,12.013,12.02,1951.0,
736,,i.O.,i.O.,n.i.O.,12.014000000000001,12.024000000000001,1952.0,
737,,i.O.,i.O.,n.i.O.,12.013,12.026,1953.0,
738,,i.O.,i.O.,n.i.O.,12.011,12.025,1954.0,
739,,i.O.,i.O.,n.i.O.,12.012,12.02,1955.0,
740,,i.O.,i.O.,n.i.O.,12.01,12.020999999999999,1956.0,
741,,i.O.,i.O.,n.i.O.,12.013,12.022,1957.0,
742,,i.O.,i.O.,n.i.O.,12.013,12.024000000000001,1958.0,
743,,i.O.,i.O.,n.i.O.,12.013,12.023,1959.0,
744,,i.O.,i.O.,n.i.O.,12.011,12.030999999999999,1960.0,
745,,i.O.,i.O.,i.O.,12.012,12.017999999999999,1961.0,
746,,i.O.,i.O.,n.i.O.,12.011,12.02,1962.0,
747,,i.O.,i.O.,n.i.O.,12.012,12.025,1963.0,
748,,i.O.,i.O.,n.i.O.,12.01,12.026,1964.0,
749,,i.O.,i.O.,n.i.O.,12.008,12.02,1965.0,
750,,i.O.,i.O.,n.i.O.,12.015999999999998,12.025,1966.0,
751,,i.O.,i.O.,n.i.O.,12.013,12.030999999999999,1967.0,
752,,i.O.,i.O.,n.i.O.,12.013,12.027000000000001,1968.0,
753,,i.O.,i.O.,n.i.O.,12.014000000000001,12.023,1969.0,
754,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,1970.0,
755,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,1971.0,
756,,i.O.,i.O.,n.i.O.,12.011,12.019,1972.0,
757,,i.O.,i.O.,n.i.O.,12.01,12.020999999999999,1973.0,
758,,i.O.,i.O.,i.O.,12.01,12.017999999999999,1974.0,
759,,i.O.,i.O.,n.i.O.,12.012,12.033,1975.0,
760,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,1976.0,
761,,i.O.,i.O.,n.i.O.,12.015,12.029000000000002,1977.0,
762,,i.O.,i.O.,n.i.O.,12.012,12.034,1978.0,
763,,i.O.,i.O.,n.i.O.,12.013,12.027000000000001,1979.0,
764,,i.O.,i.O.,n.i.O.,12.014000000000001,12.025,1980.0,
765,,i.O.,i.O.,n.i.O.,12.012,12.019,1981.0,
766,,i.O.,i.O.,n.i.O.,12.012,12.03,1982.0,
767,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,1983.0,
768,,i.O.,i.O.,n.i.O.,12.011,12.022,1984.0,
769,,i.O.,i.O.,n.i.O.,12.013,12.02,1985.0,
770,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,1986.0,
771,,i.O.,i.O.,n.i.O.,12.013,12.02,1987.0,
772,,i.O.,i.O.,n.i.O.,12.013,12.023,1988.0,
773,,i.O.,i.O.,n.i.O.,12.012,12.022,1989.0,
774,,i.O.,i.O.,i.O.,12.01,12.015999999999998,1990.0,
775,,i.O.,i.O.,n.i.O.,12.011,12.022,1991.0,
776,,i.O.,i.O.,i.O.,12.009,12.017999999999999,1992.0,
777,,i.O.,i.O.,n.i.O.,12.011,12.019,1993.0,
778,,i.O.,i.O.,n.i.O.,12.013,12.022,1994.0,
779,,i.O.,i.O.,n.i.O.,12.013,12.025,1995.0,
780,,i.O.,i.O.,i.O.,12.012,12.017999999999999,1996.0,
781,,i.O.,i.O.,n.i.O.,12.014000000000001,12.022,1997.0,
782,,i.O.,i.O.,n.i.O.,12.012,12.024000000000001,1998.0,
783,,i.O.,i.O.,n.i.O.,12.013,12.022,1999.0,
784,,i.O.,i.O.,n.i.O.,12.013,12.019,2000.0,
785,,i.O.,i.O.,n.i.O.,12.012,12.032,2001.0,
786,,i.O.,i.O.,n.i.O.,12.011,12.02,2002.0,
787,,i.O.,i.O.,n.i.O.,12.015,12.030999999999999,2003.0,
788,,i.O.,i.O.,n.i.O.,12.017000000000001,12.029000000000002,2004.0,
789,,i.O.,i.O.,n.i.O.,12.013,12.026,2005.0,
790,,i.O.,i.O.,n.i.O.,12.013,12.023,2006.0,
791,,i.O.,i.O.,n.i.O.,12.015999999999998,12.029000000000002,2007.0,
792,,i.O.,i.O.,n.i.O.,12.015,12.032,2008.0,
793,,i.O.,i.O.,n.i.O.,12.011,12.020999999999999,2009.0,
794,,i.O.,i.O.,n.i.O.,12.014000000000001,12.024000000000001,2010.0,
795,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,2011.0,
796,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,2012.0,
797,,i.O.,i.O.,n.i.O.,12.012,12.026,2013.0,
798,,i.O.,i.O.,n.i.O.,12.015,12.023,2014.0,
799,,i.O.,i.O.,n.i.O.,12.013,12.02,2015.0,
800,,i.O.,i.O.,n.i.O.,12.013,12.020999999999999,2016.0,
801,,i.O.,i.O.,n.i.O.,12.013,12.025,2017.0,
802,,i.O.,i.O.,n.i.O.,12.014000000000001,12.020999999999999,2018.0,
803,,i.O.,i.O.,n.i.O.,12.015,12.023,2019.0,
804,,i.O.,i.O.,n.i.O.,12.014000000000001,12.02,2020.0,
805,,i.O.,i.O.,n.i.O.,12.014000000000001,12.024000000000001,2021.0,
806,,i.O.,i.O.,n.i.O.,12.013,12.022,2022.0,
807,,i.O.,i.O.,n.i.O.,12.012,12.026,2023.0,
808,,i.O.,i.O.,n.i.O.,12.014000000000001,12.03,2024.0,
2025,2601.0,i.O.,i.O.,n.i.O.,12.008,12.029,,1x Vc; 3x f
