12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.X1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
3.126358695652174,53.5279,179.81621848739482,0.5,317.3793103448276,1.0,0.5,1.5,0.5,354.875,-304.4475438596491,13.73913043478261,2019-11-20 09:34:30.170,,i.O.,n.i.O.,i.O.,1,1
1.7632183908045975,-223.57662499999995,184.3504464285714,0.5074626865671642,317.5,0.6666666666666666,0.5,4.166666666666667,0.5,8.8,-302.5818018018019,13.766666666666667,2019-11-20 09:34:53.847,367.525,i.O.,i.O.,i.O.,1,2
1.3981770833333345,382.34162500000014,181.43026785714298,0.5,317.3,2.333333333333333,0.5,9.0,0.6,-156.0,-302.535945945946,12.5625,2019-11-20 09:35:16.250,384.03,i.O.,i.O.,i.O.,1,3
1.0652777777777782,700.2045714285715,177.692972972973,0.4923076923076923,317.1282051282052,1.6666666666666667,1.0,0.5,1.0,26.0,-303.4183486238532,17.35,2019-11-20 09:35:38.677,397.96,i.O.,i.O.,i.O.,1,4
0.2255882352941179,-132.68714285714282,175.6166964285714,0.5084745762711864,317.0625,1.5,1.0,3.0,0.6666666666666666,67.9090909090909,-302.54027027027024,16.608695652173914,2019-11-20 09:36:00.879,410.085,i.O.,i.O.,i.O.,1,5
0.2130555555555558,127.75799999999998,183.63008928571426,0.4931506849315068,317.3939393939394,1.6666666666666667,1.0,11.75,0.8,-129.63636363636363,-302.5998198198198,13.85,2019-11-20 09:36:23.300,428.07,i.O.,i.O.,i.O.,1,6
0.20184210526315813,930.6755714285716,178.61207207207192,0.5,317.25,1.5,0.6666666666666666,1.5,1.0,-92.36363636363636,-303.49963636363634,15.3125,2019-11-20 09:36:45.710,442.96,i.O.,i.O.,i.O.,1,7
0.21071428571428602,322.86622222222223,179.16651785714288,0.5,317.13953488372096,2.0,0.42857142857142855,2.8571428571428568,0.8,77.88461538461539,-303.5181818181818,19.0625,2019-11-20 09:37:07.911,453.025,i.O.,i.O.,i.O.,1,8
0.7989583333333337,-269.504125,182.77437500000005,0.5,317.1111111111111,1.3333333333333333,0.5,2.333333333333333,0.6666666666666666,25.16666666666667,-302.617027027027,15.666666666666664,2019-11-20 09:37:30.317,471.875,i.O.,i.O.,i.O.,1,9
0.8247311827956997,85.09450000000002,187.00725663716807,0.5074626865671642,317.10526315789474,1.5,1.0,18.25,1.8571428571428568,-91.63636363636364,-302.61477477477484,13.526315789473689,2019-11-20 09:37:52.718,369.9875,i.O.,n.i.O.,i.O.,1,10
1.337790697674419,905.0972857142856,179.5641441441441,0.4931506849315068,317.5,0.5,0.5,0.7142857142857143,0.8,-54.28571428571429,-303.46263636363636,15.3125,2019-11-20 09:38:15.317,367.96,i.O.,n.i.O.,i.O.,1,11
0.20184210526315813,209.718,180.64821428571426,0.5,317.5,1.6666666666666667,1.0,8.0,0.8333333333333334,97.35294117647058,-303.46436363636366,19.5625,2019-11-20 09:38:37.529,378.025,i.O.,n.i.O.,i.O.,1,12
1.0092105263157904,-331.984375,183.15607142857155,0.5072463768115942,317.5,1.3333333333333333,1.0,1.75,0.8333333333333334,66.6875,-302.6183783783784,16.1,2019-11-20 09:38:59.947,396.43,i.O.,i.O.,i.O.,1,13
0.998697916666667,338.745375,179.23357142857148,0.4925373134328358,317.44,1.5,0.5,9.5,0.8333333333333334,-53.80952380952381,-302.59558558558564,13.866666666666667,2019-11-20 09:39:22.347,413.00666666666666,i.O.,n.i.O.,i.O.,1,14
0.8522222222222221,922.9485714285713,171.6912612612613,0.5079365079365079,317.3,1.6666666666666667,1.0,2.0,0.7142857142857143,-40.34782608695652,-303.51654545454545,14.15,2019-11-20 09:39:44.747,427.96,i.O.,n.i.O.,i.O.,1,15
0.9130952380952382,153.1438888888889,178.71366071428582,0.5,317.06451612903226,2.0,1.0,9.75,0.75,42.354838709677416,-303.5222727272727,18.526315789473685,2019-11-20 09:40:06.948,437.475,i.O.,i.O.,i.O.,1,16
-0.4734567901234567,-298.87925,184.4346428571429,0.4923076923076923,316.97222222222223,0.0,1.0,0.5,0.75,43.03846153846154,-302.6181081081081,16.181818181818183,2019-11-20 09:40:29.353,455.925,i.O.,i.O.,i.O.,1,17
-0.4408045977011496,244.09250000000003,172.23205357142857,0.5,317.26923076923083,1.75,0.6666666666666666,6.666666666666668,0.75,-23.29166666666667,-302.6157657657658,13.73684210526316,2019-11-20 09:40:51.759,472.85666666666674,i.O.,n.i.O.,i.O.,1,18
-1.2505434782608702,945.5962857142856,177.79321428571438,0.5,317.4,1.0,1.0,2.333333333333333,1.5714285714285714,-93.15789473684212,-303.5139090909091,14.105263157894735,2019-11-20 09:41:14.203,377.245,i.O.,n.i.O.,i.O.,1,19
-0.8159574468085107,289.08755555555564,183.51455357142868,0.5,317.5,1.75,1.0,2.55,0.8333333333333334,60.66666666666666,-303.5006363636364,20.4,2019-11-20 09:41:36.550,362.22,i.O.,n.i.O.,i.O.,1,20
-0.2061827956989248,-334.5488749999999,182.80732142857147,0.5074626865671642,317.3333333333333,2.25,1.0,1.0,0.8333333333333334,178.125,-302.6174774774775,18.0,2019-11-20 09:41:58.977,380.655,i.O.,i.O.,i.O.,1,21
-1.0752688171865147e-05,210.98725000000007,178.31508928571427,0.5,317.4166666666667,1.6,0.5,10.5,0.8333333333333334,-58.4,-302.5972972972973,15.230769230769232,2019-11-20 09:42:21.358,397.91,i.O.,i.O.,i.O.,1,22
0.21788636363636432,943.4647142857144,180.98720720720715,0.4929577464788733,317.2619047619048,1.5,0.0,0.8571428571428571,0.7142857142857143,-113.53846153846152,-303.51754545454554,14.0,2019-11-20 09:42:43.874,412.96,i.O.,n.i.O.,i.O.,1,23
0.6185483870967745,288.4658888888889,187.19946428571416,0.5,317.0555555555556,1.25,1.0,10.5,0.75,44.5625,-303.5004545454545,19.23529411764705,2019-11-20 09:43:05.971,421.975,i.O.,i.O.,i.O.,1,24
-8.881784197001253e-17,-333.38325,176.8375892857143,0.5076923076923077,317.1282051282052,1.5,1.0,1.0,0.8333333333333334,48.83333333333334,-302.618018018018,17.88888888888889,2019-11-20 09:43:28.451,440.375,i.O.,n.i.O.,i.O.,1,25
-0.4408045977011494,187.44075000000004,174.13125000000008,0.5,317.06976744186045,1.3333333333333333,1.0,2.8571428571428568,0.7142857142857143,-13.133333333333333,-302.6166666666666,14.0,2019-11-20 09:43:50.774,457.80666666666673,i.O.,n.i.O.,i.O.,1,26
-0.4357954545454545,941.333,180.7490990990992,0.49206349206349204,317.17857142857144,1.6666666666666667,1.0,1.0,0.8,-41.269230769230774,-303.5190909090909,13.31578947368421,2019-11-20 09:44:13.179,472.96,i.O.,n.i.O.,i.O.,1,27
-0.2204022988505748,311.26133333333337,181.45460176991142,0.5,317.23809523809524,1.5,0.5,16.0,1.625,26.0,-303.5144545454545,18.47058823529412,2019-11-20 09:44:35.381,401.13000000000005,i.O.,n.i.O.,i.O.,1,28
6.87622002348484e-16,-275.56562499999995,172.00624999999994,0.5,317.35714285714283,2.0,0.5,0.75,0.8333333333333334,101.72727272727272,-302.617027027027,18.0,2019-11-20 09:44:58.009,364.795,i.O.,n.i.O.,i.O.,1,29
-1.475,83.69549999999998,177.72901785714268,0.5,317.4,1.5,1.0,2.0,0.8571428571428571,-9.222222222222221,-302.61765765765773,17.0,2019-11-20 09:45:20.385,382.525,i.O.,i.O.,i.O.,1,30
-0.3913265306122444,843.2497500000003,183.4510714285713,0.5079365079365079,317.5,0.0,1.0,8.6,0.75,-170.54545454545453,-302.6068468468468,12.947368421052632,2019-11-20 09:45:42.871,398.665,i.O.,n.i.O.,i.O.,1,31
-0.6536931818181813,421.9745,178.45756756756745,0.4935064935064935,317.5,2.0,1.0,0.5,0.7142857142857143,3.1538461538461537,-303.4188990825689,22.2,2019-11-20 09:46:05.245,412.96,i.O.,i.O.,i.O.,1,32
1.4589673913043468,-255.98237499999996,176.0731250000001,0.5,317.22222222222223,0.6666666666666666,0.6666666666666666,3.0,0.8333333333333334,96.11111111111113,-302.6164864864865,19.857142857142858,2019-11-20 09:46:27.401,425.085,i.O.,i.O.,i.O.,1,33
0.4357954545454548,41.96425000000005,183.23357142857148,0.5076923076923077,317.32258064516134,2.25,0.0,10.25,0.75,-38.888888888888886,-302.61819819819823,15.066666666666665,2019-11-20 09:46:49.802,442.91,i.O.,n.i.O.,i.O.,1,34
1.5607558139534885,803.8498750000001,181.66035714285712,0.5,317.3,2.0,0.5,5.833333333333332,0.6666666666666666,-91.58333333333331,-302.60756756756746,15.235294117647054,2019-11-20 09:47:12.210,460.245,i.O.,i.O.,i.O.,1,35
