_id,ValueID,value,timeStamp
5df73e728e15b328ac1e82bb,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:03.858
5df73e738e15b328ac1e82e0,12430012063.Z1_Axis.Actual_Position_MCS,-424.55,2019-12-16 08:20:04.253
5df73e738e15b328ac1e82f3,12430012063.Z1_Axis.Actual_Position_MCS,-425.61,2019-12-16 08:20:04.519
5df73e738e15b328ac1e8303,12430012063.Z1_Axis.Actual_Position_MCS,-425.73,2019-12-16 08:20:04.720
5df73e778e15b328ac1e83fc,12430012063.Z1_Axis.Actual_Position_MCS,-423.2,2019-12-16 08:20:09.090
5df73e788e15b328ac1e8410,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:09.301
5df73e788e15b328ac1e8422,12430012063.Z1_Axis.Actual_Position_MCS,-413.91,2019-12-16 08:20:09.454
5df73e788e15b328ac1e8435,12430012063.Z1_Axis.Actual_Position_MCS,-424.73,2019-12-16 08:20:09.654
5df73e788e15b328ac1e8447,12430012063.Z1_Axis.Actual_Position_MCS,-425.73,2019-12-16 08:20:09.852
5df73e7d8e15b328ac1e855d,12430012063.Z1_Axis.Actual_Position_MCS,-414.95,2019-12-16 08:20:14.442
5df73e7d8e15b328ac1e8570,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:14.640
5df73e7d8e15b328ac1e857f,12430012063.Z1_Axis.Actual_Position_MCS,-420.15,2019-12-16 08:20:14.926
5df73e7d8e15b328ac1e8591,12430012063.Z1_Axis.Actual_Position_MCS,-424.75,2019-12-16 08:20:15.077
5df73e7e8e15b328ac1e859e,12430012063.Z1_Axis.Actual_Position_MCS,-425.73,2019-12-16 08:20:15.263
5df73e828e15b328ac1e86b5,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:19.864
5df73e838e15b328ac1e86e8,12430012063.Z1_Axis.Actual_Position_MCS,-424.59,2019-12-16 08:20:20.448
5df73e838e15b328ac1e86f7,12430012063.Z1_Axis.Actual_Position_MCS,-425.63,2019-12-16 08:20:20.644
5df73e838e15b328ac1e870b,12430012063.Z1_Axis.Actual_Position_MCS,-425.73,2019-12-16 08:20:20.849
5df73e878e15b328ac1e880a,12430012063.Z1_Axis.Actual_Position_MCS,-423.2,2019-12-16 08:20:25.242
5df73e888e15b328ac1e881b,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:25.461
5df73e888e15b328ac1e882d,12430012063.Z1_Axis.Actual_Position_MCS,-413.91,2019-12-16 08:20:25.721
5df73e888e15b328ac1e8843,12430012063.Z1_Axis.Actual_Position_MCS,-424.73,2019-12-16 08:20:25.914
5df73e888e15b328ac1e8852,12430012063.Z1_Axis.Actual_Position_MCS,-425.73,2019-12-16 08:20:26.051
5df73e8d8e15b328ac1e8975,12430012063.Z1_Axis.Actual_Position_MCS,-414.95,2019-12-16 08:20:30.647
5df73e8d8e15b328ac1e898a,12430012063.Z1_Axis.Actual_Position_MCS,-413.73,2019-12-16 08:20:30.848
5df73e8d8e15b328ac1e899e,12430012063.Z1_Axis.Actual_Position_MCS,-420.15,2019-12-16 08:20:31.055
5df73e8d8e15b328ac1e89ab,12430012063.Z1_Axis.Actual_Position_MCS,-424.75,2019-12-16 08:20:31.251
