,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.C1_Axis.Actual_Power,Label
62,5.0,17.699820512820516,252.4077777777778,179.77568181818185,0.7931034482758621,317.3333333333333,1.5,0.5,0.2,,0.5,0.39666666666666667,11.666666666666666,2.0,-120.25,-293.05093023255813,14.409090909090908,2019-12-09 10:15:00.764,1906.5153333333335,-10488.0,453.2966666666666,,,4109.0,-318.14,43.157,24.38285714285714,3.5,-
63,3.2,20.688605263157896,-87.47220000000002,189.04888888888894,0.8125,317.3,2.0,1.0,0.15000000000000002,,0.5,0.37500000000000006,10.0,1.0,51.69230769230769,-295.4874418604651,17.470588235294116,2019-12-09 10:15:09.782,-426.327,-1551.5,350.69,,,194.0,-307.725,-10.2755,24.38,,-
64,3.5,15.43336585365854,376.40736363636364,182.42477272727268,0.7,317.3333333333333,0.3333333333333333,0.5,0.1444444444444445,,0.5,0.39888888888888885,7.0,0.75,354.9,-295.52720930232556,16.823529411764707,2019-12-09 10:15:18.916,372.19,4422.0,360.975,,27.615000000000002,,,,24.380000000000003,,-
65,,24.10551428571429,204.14154545454542,177.77707317073174,0.7857142857142857,317.2,1.5,1.0,0.15,,0.5,0.4375000000000001,1.1666666666666667,0.75,-59.7,-292.8685714285714,14.705882352941176,2019-12-09 10:15:27.581,0.6765,518.5,372.9,,27.615000000000002,,,,24.38,,-
66,3.3333333333333335,21.994647058823528,-127.62485714285705,187.9844444444444,0.7241379310344828,317.3333333333333,1.5,0.5,0.15,,0.5,0.3111111111111111,6.875,0.6363636363636364,2557.6363636363635,-297.1661904761904,15.521739130434783,2019-12-09 10:15:36.651,94.28833333333334,4076.6666666666665,396.94,73.01,27.610000000000003,,,,24.38,,-
67,4.0,18.16563157894737,616.5424285714287,182.96023809523803,0.7,317.26666666666665,1.5,0.5,0.15000000000000002,,0.5,0.3133333333333333,0.5,0.6666666666666666,354.125,-295.52976744186043,15.947368421052632,2019-12-09 10:15:45.478,0.0,0.0,410.37,,,,,,24.38,,-
68,,17.57691666666667,163.98376923076927,177.13800000000003,0.8076923076923077,317.1764705882353,1.5,0.6666666666666666,0.15,,0.5,0.351,1.2,0.75,-50.09090909090909,-295.4469047619048,14.944444444444445,2019-12-09 10:15:54.197,,360.0,417.87,,27.585,,,,,,-
69,3.5,16.368756097560972,-107.90828571428567,194.28162790697675,0.7741935483870968,317.1666666666667,1.0,0.5,0.15,,0.5,0.36705882352941177,5.25,0.625,-56.25,-295.45279069767435,16.833333333333332,2019-12-09 10:16:03.326,-235.495,2096.0,439.765,,27.58285714285714,,,,,,-
70,3.5,15.028918918918924,561.855625,177.27499999999998,0.8064516129032258,317.1666666666667,1.5,0.8,0.13333333333333333,,0.5,0.4911111111111112,11.666666666666666,0.875,169.125,-294.7640476190476,15.894736842105264,2019-12-09 10:16:12.078,414.823,2988.3333333333335,452.0566666666667,73.0,27.585,,,,,,-
71,,14.381125,191.93381818181817,170.5804545454546,0.6206896551724138,317.1666666666667,0.0,1.0,0.14,,0.5,0.38499999999999995,0.5,0.8,283.7,-295.5430232558139,16.071428571428573,2019-12-09 10:16:20.877,,0.0,470.33,,,,,,,,-
72,3.75,12.250555555555556,-37.76783333333333,181.37044444444447,0.5925925925925926,317.5,1.5,1.0,0.15,,0.5,0.5185714285714285,24.666666666666668,2.2222222222222223,-271.375,-295.26238095238097,15.875,2019-12-09 10:16:29.702,1348.6815,-6940.0,374.375,,,1500.3333333333333,-296.5,8.220333333333334,,,-
73,4.0,20.9724375,536.4440000000001,188.0005128205128,0.7586206896551724,317.25,1.6666666666666667,0.5,0.17500000000000002,,0.5,0.33888888888888885,0.3333333333333333,0.8333333333333334,761.0,-295.35268292682923,13.61111111111111,2019-12-09 10:16:38.958,0.0,129.5,365.34000000000003,,,,,,,,-
74,,10.95702857142857,209.0963333333333,169.1554545454546,0.6428571428571429,317.44444444444446,1.3333333333333333,0.3333333333333333,0.15,,0.75,0.37764705882352934,0.625,0.6666666666666666,285.57142857142856,-295.05902439024396,15.157894736842104,2019-12-09 10:16:47.616,,0.0,380.33,72.99,,,,,,3.5,-
75,3.3333333333333335,16.51166666666667,-6.612454545454512,185.37272727272727,0.5,317.2857142857143,2.0,1.0,0.15,,0.5,0.306,6.111111111111111,0.7777777777777778,-26.571428571428573,-294.9597499999999,16.285714285714285,2019-12-09 10:16:56.394,148.87599999999998,4494.333333333333,396.08,,,,,,,,-
76,4.0,12.562793103448277,400.0600000000001,177.36522727272725,0.5,317.5,0.0,0.5,0.15,,0.5,0.40588235294117636,0.3333333333333333,0.75,124.11111111111111,-295.4930232558139,15.2,2019-12-09 10:17:05.403,0.0,57.5,410.335,,27.55,,,,,3.6666666666666665,-
