,Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
57,57,5.6,10.853679245283017,-134.79445454545453,183.9325,0.5833333333333334,317.23076923076917,1.0,1.0,0.047058823529411764,0.5,0.1692857142857143,2.2,0.8333333333333334,213.46153846153842,-297.5559090909091,14.730769230769232,2019-11-26 13:01:17.381,3.3835,705.5,396.79,,,0.05714285714285715,,,,,i.O.,i.O.,i.O.,6,58
58,58,5.5,9.587423076923079,277.8971,172.50956521739124,0.4864864864864865,317.25,2.0,0.0,0.05,0.5555555555555556,0.1941379310344828,1.3333333333333333,0.5,5.153846153846153,-297.6789705882353,13.304347826086955,2019-11-26 13:01:31.404,0.0,0.0,411.68,,72.59,0.06000000000000001,,,,,i.O.,i.O.,i.O.,6,59
59,59,5.333333333333333,2.8943207547169814,514.2029,173.07191176470582,0.5128205128205128,317.5,2.333333333333333,0.5,0.053846153846153835,0.4,0.1288888888888889,4.666666666666667,0.6,-186.33333333333331,-297.6759090909091,18.466666666666665,2019-11-26 13:01:45.233,-62.25733333333334,3321.666666666666,429.8766666666667,27.65,,0.04444444444444445,,,,,i.O.,i.O.,i.O.,6,60
60,60,5.5,5.9267818181818175,75.0336923076923,187.1751428571429,0.4888888888888889,317.4444444444445,0.5,0.6666666666666666,0.05,0.5384615384615384,0.11319999999999998,22.5,0.7777777777777778,2141.090909090909,-297.6291176470589,15.61904761904762,2019-11-26 13:01:59.725,349.8585,3565.5,443.19,27.64818181818182,72.58,0.05,,,,,i.O.,n.i.O.,i.O.,6,61
61,61,6.0,6.391647058823528,-144.54379999999995,188.16115942028978,0.5128205128205128,317.10526315789474,1.0,1.0,0.042857142857142864,0.5,0.1248,0.5,0.7,167.94117647058823,-297.4874242424242,13.91304347826087,2019-11-26 13:02:13.611,0.0,360.0,456.72,27.649999999999995,,0.05000000000000001,,,,,i.O.,i.O.,i.O.,6,62
62,62,7.0,3.7516086956521737,460.4085714285714,179.71499999999997,0.4827586206896552,317.4,1.75,1.0,0.07777777777777778,0.5,0.12413793103448276,4.727272727272728,1.625,3.363636363636364,-297.699104477612,13.625,2019-11-26 13:02:27.622,5400.14,-17187.0,451.29,,,0.05,4386.0,,191.123,-315.44,i.O.,n.i.O.,i.O.,6,63
63,63,5.0,13.582250000000002,588.3295555555555,181.65941176470596,0.5,317.0625,1.5,0.5,0.05,0.5,0.1381481481481481,7.0,0.8571428571428571,-34.76470588235294,-297.5654545454545,16.59090909090909,2019-11-26 13:02:41.789,-74.438,2316.6666666666665,354.8900000000001,,72.57,0.053846153846153835,52.5,,-2.055,-305.565,i.O.,n.i.O.,i.O.,6,64
64,64,5.5,7.28644,275.0995,185.0606060606061,0.5,317.3333333333333,1.5,1.0,0.06666666666666668,0.4615384615384616,0.14458333333333334,19.0,0.8333333333333334,352.5238095238095,-297.5536363636364,14.454545454545455,2019-11-26 13:02:56.029,228.051,3049.5,367.745,,,0.045454545454545456,,26.715,,,i.O.,n.i.O.,i.O.,6,65
65,65,5.666666666666668,8.21783673469388,-47.71491666666668,181.8483333333334,0.5,317.5,0.0,1.0,0.05000000000000001,0.5714285714285714,0.15416666666666665,1.0,0.75,97.5,-297.6111940298508,14.36842105263158,2019-11-26 13:03:09.938,0.0,14.5,381.68,,72.56,0.05,,26.715,,,i.O.,n.i.O.,i.O.,6,66
66,66,5.5,8.481192307692309,398.972,170.37217391304347,0.5,317.3125,1.3333333333333333,0.6666666666666666,0.05,0.5,0.158,2.5,0.5,-106.35294117647058,-297.7180597014926,14.428571428571427,2019-11-26 13:03:23.974,-5.4135,0.0,396.68,27.6,,0.05,,26.72,,,i.O.,n.i.O.,i.O.,6,67
67,67,5.4,6.902980000000001,212.6193076923077,171.3161428571429,0.5,317.3,2.333333333333333,1.0,0.05,0.3333333333333333,0.15230769230769228,11.0,0.6,-69.63636363636364,-297.6973913043479,15.777777777777779,2019-11-26 13:03:38.209,102.85999999999996,4579.666666666667,413.29333333333335,27.615,,0.05,,26.71333333333333,,,i.O.,i.O.,i.O.,6,68
68,68,6.0,3.9797169811320754,-232.09899999999993,179.56500000000003,0.5,317.3888888888889,2.25,0.0,0.06,0.52,0.15937499999999996,2.7777777777777777,0.7777777777777778,151.58823529411762,-297.76710144927534,14.851851851851851,2019-11-26 13:03:52.263,36.5425,1440.0,427.0,27.615,72.55,0.056521739130434775,,26.715,,,i.O.,n.i.O.,i.O.,6,69
69,69,,10.092035087719298,133.16690000000003,181.25714285714287,0.5,317.3157894736842,1.3333333333333333,1.0,0.06521739130434782,0.4615384615384616,0.17228571428571435,1.0,0.7,66.36842105263158,-297.74579710144934,12.703703703703706,2019-11-26 13:04:05.999,0.0,0.0,441.68,,,0.052941176470588235,,26.715,,,i.O.,n.i.O.,i.O.,6,70
70,70,,2.6318431372549016,463.9389166666666,179.77842857142858,0.5,317.5,2.5,0.5,0.05000000000000001,0.5,0.136969696969697,3.25,0.6666666666666666,-95.33333333333331,-297.76840579710154,13.903225806451614,2019-11-26 13:04:19.997,-78.4985,242.5,456.655,27.585,,0.04736842105263157,,26.715,,,i.O.,n.i.O.,i.O.,6,71
71,71,5.5,6.527680851063831,187.28525,173.23633802816897,0.5,317.1764705882353,1.3333333333333333,1.0,0.058333333333333334,0.5217391304347826,0.16411764705882356,4.0,2.0,86.76470588235294,-297.7855072463768,15.5,2019-11-26 13:04:33.996,327.52733333333333,-1076.0,469.19333333333327,27.585,72.54,0.05,3158.0,26.71615384615385,34.936,-304.99,i.O.,i.O.,i.O.,6,72
72,72,5.333333333333333,11.799903846153846,-128.18190909090907,180.92211267605637,0.5454545454545454,317.3,2.1666666666666665,1.0,0.06400000000000003,0.48,0.13909090909090913,6.166666666666668,1.375,198.66666666666663,-297.75811594202906,13.892857142857142,2019-11-26 13:04:48.274,-1789.896,-8319.0,358.1333333333334,27.58285714285714,,0.05,675.0,26.715,-4.11,-291.745,i.O.,n.i.O.,i.O.,6,73
73,73,5.6,4.135745098039215,353.43290000000013,181.79485714285718,0.5121951219512195,317.15,1.5,1.0,0.05666666666666668,0.5238095238095238,0.16030303030303036,0.5,0.75,-40.06666666666667,-297.78507246376813,13.476190476190474,2019-11-26 13:05:02.439,,0.0,366.68,,72.53,0.05,,26.715,,,i.O.,i.O.,i.O.,6,74
74,74,5.4,8.647431372549018,556.3028181818181,181.36,0.5,317.38461538461536,1.6666666666666667,1.0,0.04782608695652173,0.4827586206896552,0.14999999999999994,11.333333333333336,0.6666666666666666,-136.69230769230768,-296.35742857142856,16.727272727272727,2019-11-26 13:05:16.415,-121.80766666666666,3547.0,384.97666666666674,,,0.05,,,,,i.O.,n.i.O.,i.O.,6,75
75,75,5.5,3.2561320754716983,110.50608333333334,173.33885714285717,0.5,317.2,1.5,0.0,0.05909090909090909,0.5,0.18172413793103448,11.0,0.7777777777777778,60.55,-297.6114705882353,15.5,2019-11-26 13:05:30.629,347.8285,3565.5,398.19,,,0.05,,,,,i.O.,n.i.O.,i.O.,6,76
76,76,5.666666666666668,3.6874999999999987,-131.57300000000004,185.50385714285716,0.5,317.25,1.0,0.8,0.05588235294117648,0.5,0.1308823529411765,1.5,0.7,168.91666666666666,-297.7381159420289,13.72,2019-11-26 13:05:44.680,0.0,360.0,411.72,,72.52,0.05,,,,,i.O.,i.O.,i.O.,6,77
77,77,,4.451339285714285,305.36463636363635,187.6001428571429,0.5,317.3,1.5,1.0,0.05357142857142858,0.5,0.17558823529411768,0.5,0.5,104.8,-297.79304347826087,13.578947368421053,2019-11-26 13:05:58.644,,0.0,426.68,27.555,,0.06,,,,,i.O.,n.i.O.,i.O.,6,78
78,78,5.0,1.0853773584905666,427.50328571428565,175.3545070422535,0.4883720930232558,317.27272727272725,2.2,0.5,0.05172413793103449,0.5238095238095238,0.16,5.142857142857143,0.6,-115.13636363636364,-297.7950724637681,15.625,2019-11-26 13:06:12.641,-112.78466666666668,3134.666666666666,445.2433333333333,27.55333333333333,,0.05,,,,,i.O.,i.O.,i.O.,6,79
79,79,5.5,4.51172549019608,153.61481818181826,172.8532857142857,0.5,317.26666666666665,2.4,1.0,0.05,0.4615384615384616,0.14060606060606062,4.2,0.7,-7.666666666666668,-297.7369565217391,16.04,2019-11-26 13:06:26.862,391.13800000000003,4123.5,458.435,27.555,72.51,0.05,,,,,i.O.,n.i.O.,i.O.,6,80
80,80,6.0,4.687199999999999,-175.31750000000005,181.60157142857136,0.5128205128205128,317.4,2.25,1.0,0.05,0.5,0.1575757575757576,0.4666666666666667,0.7,268.4,-299.16544117647067,14.217391304347824,2019-11-26 13:06:40.868,0.0,0.0,471.68,27.555,,0.05,,,,,i.O.,n.i.O.,i.O.,6,81
