Unnamed: 0,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.C1_Axis.Actual_Power,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
29,-23.568937499999997,310.89469230769225,182.31982758620688,0.4782608695652174,951.4,1.0,0.5,,0.05,,0.305,5.642857142857142,0.8333333333333334,-42.46666666666667,-292.01133333333337,21.51851851851852,2019-12-11 09:58:48.110,6.5,98.5288,3601.8,374.922,,,,,,,,n.i.O.,n.i.O.,i.O.,21,30
30,0.3994374999999944,273.47611111111104,178.64196721311478,0.5217391304347826,951.5,1.6,1.0,,,,0.6325000000000001,7.222222222222222,0.8333333333333334,-25.0,-295.7947916666667,21.233333333333334,2019-12-11 09:58:51.557,7.5,99.6116,3601.2,389.682,,,,,0.1,,,n.i.O.,n.i.O.,i.O.,21,31
31,-9.970940000000002,254.58364285714282,182.5073015873016,0.48,951.5,1.1666666666666667,0.5,,,0.5,0.4275,9.625,1.0,-50.379310344827594,-297.0278431372548,21.548387096774192,2019-12-11 09:58:54.993,7.5,112.3338,3599.8,404.56199999999995,,,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,32
32,-14.991181818181815,241.68886206896545,173.00266666666667,0.5263157894736842,951.5,1.6666666666666667,0.75,,,0.5,0.4342857142857143,8.3,0.8333333333333334,-41.206896551724135,-294.8286956521739,20.08823529411765,2019-12-11 09:58:58.452,7.5,112.33359999999998,3599.4,419.32199999999995,27.15,,,,0.03333333333333333,,,n.i.O.,n.i.O.,i.O.,21,33
33,-7.811962962962961,300.61114285714285,189.3141666666667,0.5384615384615384,951.5217391304348,1.4285714285714286,1.0,,,0.5,0.4185714285714285,9.777777777777779,1.0,-67.35714285714286,-292.08222222222224,20.233333333333334,2019-12-11 09:59:01.903,7.5,96.09283333333332,3235.333333333333,435.76,27.17,,,,0.06666666666666668,,,n.i.O.,n.i.O.,i.O.,21,34
34,-6.150433962264144,372.6576153846154,185.61935483870968,0.5909090909090909,951.48,1.5,0.0,,,0.5,0.3144444444444444,12.166666666666664,0.8333333333333334,120.3103448275862,-294.11918367346937,18.97142857142857,2019-12-11 09:59:05.414,7.5,115.37875,3410.8,452.406,27.165,,,,0.1,,,n.i.O.,n.i.O.,i.O.,21,35
35,-10.092017543859649,338.47487999999987,165.20258064516122,0.5,951.451612903226,1.25,1.0,,0.05,,0.3512500000000001,10.125,0.8888888888888888,-10.294117647058824,-295.255576923077,20.0,2019-12-11 09:59:08.860,7.5,109.62675,4382.75,465.96,27.165,,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,36
36,1.7754259259259284,638.7126249999999,174.55609374999997,0.5833333333333334,951.5,1.3333333333333333,0.5,74.44,,0.5,0.3816666666666668,22.272727272727273,3.4,3009.433333333333,-301.2619607843138,20.625,2019-12-11 09:59:12.303,7.5,543.9237777777778,-16001.333333333336,401.2022222222222,27.16,,67.818,2000.2222222222226,,-359.0388888888888,,i.O.,n.i.O.,i.O.,21,37
37,-11.299446428571427,206.95234615384618,189.6430769230769,0.48,951.52,1.3333333333333333,0.75,,,1.0,0.5575000000000001,8.0,0.7777777777777778,665.3333333333334,-297.98745454545445,19.97058823529412,2019-12-11 09:59:15.972,6.5,85.8066,3005.833333333333,359.02,,,,,0.1,,2.333333333333333,i.O.,n.i.O.,i.O.,21,38
38,-14.465192982456136,183.1110714285715,174.59,0.5,951.5,1.5,1.0,,0.05,0.0,0.4933333333333334,3.863636363636364,0.7142857142857143,632.3214285714286,-297.85454545454553,20.3,2019-12-11 09:59:19.409,6.5,69.2952,4489.25,375.07,,,,,0.10000000000000002,,2.6666666666666665,n.i.O.,n.i.O.,i.O.,21,39
39,-3.364017543859648,229.47414814814815,170.72765624999997,0.5769230769230769,951.4827586206897,1.3333333333333333,0.0,,,,0.35000000000000003,6.230769230769232,0.75,1094.7666666666667,-297.4187037037036,20.258064516129032,2019-12-11 09:59:22.908,7.5,113.68699999999998,3599.8,389.56199999999995,,,,,0.1,,,i.O.,n.i.O.,i.O.,21,40
40,-8.948299999999996,410.59418518518527,175.4398484848485,0.5217391304347826,951.52,1.0,0.75,,,0.5,0.522,9.625,0.75,261.1875,-298.0688888888889,19.272727272727273,2019-12-11 09:59:26.322,7.166666666666668,62.59549999999999,3599.0,403.48199999999997,,,,,0.1,,,n.i.O.,n.i.O.,i.O.,21,41
41,-3.195799999999996,413.6483571428572,174.62552238805972,0.48,951.5,1.2,1.1428571428571428,,,0.5,0.23,7.8,0.8333333333333334,777.4285714285713,-297.8650943396226,20.571428571428573,2019-12-11 09:59:29.770,7.166666666666668,64.42279999999998,3597.2,420.07,,,,,0.15000000000000002,,2.5,n.i.O.,n.i.O.,i.O.,21,42
42,-6.036537037037035,265.712,183.70651515151516,0.5,951.4827586206897,1.4,0.6666666666666666,,,0.5,0.33555555555555555,9.5,0.8333333333333334,75.45454545454545,-296.45244897959185,19.727272727272727,2019-12-11 09:59:33.226,7.166666666666668,51.70059999999999,3598.2,434.92,,,,,0.1,,,n.i.O.,n.i.O.,i.O.,21,43
43,-5.3824035087719295,406.5186296296296,178.942,0.5,951.4545454545456,1.6,0.0,,,,0.53625,12.5,0.8333333333333334,28.222222222222218,-297.0205999999999,18.94117647058824,2019-12-11 09:59:36.676,7.5,68.483,3602.0,449.62,,,,,0.125,,2.5,i.O.,n.i.O.,i.O.,21,44
44,-8.74638596491228,269.67696296296293,185.48140625,0.5,951.4782608695652,1.5,0.5,,0.05,0.5,0.345,10.25,0.9,-132.85714285714286,-296.4902,22.423076923076927,2019-12-11 09:59:40.144,7.5,90.67925,3600.0,463.962,27.13,,,,0.1,,2.5,i.O.,n.i.O.,i.O.,21,45
45,-2.6911929824561454,246.59878125,182.57797101449276,0.5,951.5,1.3333333333333333,0.8,,,0.5,0.3188888888888889,22.5,2.9444444444444446,-4.875,-297.08235294117657,19.783783783783786,2019-12-11 09:59:43.635,7.5,512.6447777777779,-16000.888888888889,402.26888888888885,27.13,23.925,64.29457142857143,2000.111111111111,0.1,-344.1733333333333,2.5,n.i.O.,n.i.O.,i.O.,21,46
46,-8.073614035087722,262.128696969697,179.57164179104478,0.5833333333333334,951.5,1.75,1.0,,,0.5,0.57125,7.545454545454546,0.7142857142857143,29.774193548387093,-295.93907407407414,18.725,2019-12-11 09:59:47.232,6.5,112.8752,3599.4,359.32199999999995,27.11,23.925,,,0.15,,,i.O.,n.i.O.,i.O.,21,47
47,-19.926725490196084,323.4189259259258,186.63566666666665,0.5217391304347826,951.5185185185184,1.3333333333333333,0.0,,,,0.325,3.458333333333333,0.8333333333333334,59.30303030303031,-294.13306122448967,21.28125,2019-12-11 09:59:50.736,,96.0928,3600.8,375.04,27.13666666666667,23.94,,,0.15000000000000002,,2.5,i.O.,n.i.O.,i.O.,21,48
48,-25.56635185185185,306.21870370370374,182.38461538461542,0.4782608695652174,951.4,1.2,1.0,74.43,,0.5,0.2885714285714286,8.777777777777779,0.8333333333333334,13.787878787878787,-296.2142592592594,21.03125,2019-12-11 09:59:54.189,7.5,97.7168,3600.8,390.04,27.12333333333333,23.925,,,0.15,,,i.O.,n.i.O.,i.O.,21,49
49,-3.5509259259259234,268.1859310344827,173.44016393442624,0.5217391304347826,951.4444444444445,1.5,0.8,,,0.5,0.3788888888888888,10.0,0.8333333333333334,84.09375,-294.6033999999999,19.823529411764707,2019-12-11 09:59:57.640,7.5,110.9802,3599.8,404.56199999999995,27.129999999999995,23.921999999999997,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,50
50,-9.399411764705878,263.2873666666667,189.02142857142846,0.5,951.48,1.25,1.0,,,0.5,0.2828571428571428,9.444444444444443,1.0,-26.5625,-295.4767307692307,20.5,2019-12-11 10:00:01.096,7.5,112.33380000000002,3599.8,419.56199999999995,27.13,23.930000000000003,,,0.2,,,n.i.O.,n.i.O.,i.O.,21,51
51,-11.185316666666665,265.09872413793096,181.0514925373135,0.52,951.5,2.0,0.0,,,0.5,0.3122222222222222,9.5,1.0,-172.11111111111111,-297.32076923076926,20.71875,2019-12-11 10:00:04.542,7.5,71.05474999999998,3599.4,433.722,,23.925,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,52
52,-8.682962264150943,264.5199310344828,168.132380952381,0.4761904761904762,951.52,1.75,0.75,,,,0.4671428571428571,13.333333333333336,1.0,-509.8148148148149,-298.08755102040806,20.966666666666665,2019-12-11 10:00:08.061,7.5,131.95825,3076.0,450.13,27.13,23.921999999999997,,,0.1,,,i.O.,n.i.O.,i.O.,21,53
53,-5.950844827586205,143.46780769230762,184.7122580645161,0.5263157894736842,951.5,0.5,1.2,,,0.5,0.5077777777777779,9.75,0.8333333333333334,-3451.95652173913,-302.66285714285715,22.5,2019-12-11 10:00:11.531,7.5,71.05450000000002,4384.0,465.81,27.13,23.925,,,,,,n.i.O.,n.i.O.,n.i.O.,21,54
54,-10.614660714285714,-2.300233333333364,186.85485294117652,0.56,951.3846153846154,1.0,1.0,,,0.5,0.3225,24.615384615384613,3.571428571428572,-1704.4193548387098,-295.5872549019608,17.09090909090909,2019-12-11 10:00:14.913,7.5,503.3212222222224,-15999.333333333336,400.36,,23.930000000000003,65.17542857142857,2000.0,0.2,-328.935,,n.i.O.,n.i.O.,i.O.,21,55
55,-5.087142857142854,-74.17273076923078,179.66229508196724,0.4761904761904762,951.4761904761904,1.75,0.6666666666666666,,,,0.49875,8.0,0.75,-1932.9,-295.62857142857155,17.0,2019-12-11 10:00:18.594,6.5,64.6934,3602.0,359.62,,23.921999999999997,,,0.1142857142857143,,,n.i.O.,n.i.O.,n.i.O.,21,56
56,-14.128771929824564,314.2662307692308,177.19353846153842,0.5172413793103449,951.52,0.6666666666666666,0.0,,,0.5,0.3622222222222222,4.722222222222221,0.75,-29.28125,-296.4051851851852,20.548387096774192,2019-12-11 10:00:22.046,6.5,69.56559999999999,3599.4,374.77,,23.930000000000003,,,0.15,,,i.O.,n.i.O.,i.O.,21,57
57,-12.2022,-34.81476666666667,185.18121212121216,0.4782608695652174,951.44,1.4,0.5,,,0.5,0.32,4.9444444444444455,0.9,-1590.607142857143,-298.1511538461539,17.806451612903224,2019-12-11 10:00:25.497,6.5,67.1296,3599.4,389.77,,23.925,,,0.16666666666666666,,,n.i.O.,n.i.O.,i.O.,21,58
58,-13.554620689655172,244.79193749999996,183.20095238095237,0.5,951.48,1.8333333333333333,0.75,,,0.5,0.4614285714285714,9.625,0.9,-23.03333333333333,-296.5424,19.677419354838708,2019-12-11 10:00:28.947,7.166666666666668,69.8364,3601.8,404.32,,23.925,,,0.13333333333333333,,,i.O.,n.i.O.,i.O.,21,59
59,-7.737245614035095,228.80335483870968,176.92587301587304,0.5,951.5238095238096,0.5,0.5,,,0.5,0.3977777777777777,8.3,0.75,-82.5,-296.5062,20.939393939393934,2019-12-11 10:00:32.398,7.5,86.07739999999998,3602.2,420.16,,23.925,,,0.17500000000000002,,,n.i.O.,n.i.O.,i.O.,21,60
60,-3.687461538461535,235.6219333333333,182.411746031746,0.5,951.4782608695652,1.75,1.0,74.42,,0.5,0.46125,9.75,0.9,-76.92857142857143,-295.57395833333334,21.25,2019-12-11 10:00:35.852,7.5,87.9722,3602.2,435.16,,,,,0.16,,,n.i.O.,n.i.O.,i.O.,21,61
61,-8.32107547169811,277.89715625,179.15484375000003,0.6086956521739131,951.5217391304348,0.75,1.0,,,0.5,0.33,12.0,0.8333333333333334,-35.75,-296.034716981132,19.90909090909091,2019-12-11 10:00:39.300,7.5,112.875,3600.2,449.802,,23.925,,,0.14,,2.5,n.i.O.,n.i.O.,i.O.,21,62
62,-13.324864406779664,300.14944827586214,184.5340625,0.5,951.4193548387095,1.0,0.0,,,0.5,0.41111111111111104,8.555555555555555,0.75,-50.0,-296.03351851851846,20.285714285714285,2019-12-11 10:00:42.793,7.5,89.05479999999996,3600.4,464.202,,23.925,,,0.15000000000000002,,,n.i.O.,n.i.O.,n.i.O.,21,63
63,-18.089396226415094,315.19868,178.59753846153842,0.5909090909090909,951.5,1.8,1.0,,,0.5,0.6837500000000001,25.66666666666667,2.533333333333333,51.18181818181818,-294.9749019607844,22.103448275862064,2019-12-11 10:00:46.245,7.5,483.1704444444447,-15999.444444444443,398.0022222222222,,,53.43225,1999.888888888889,0.15000000000000002,-314.38625,,n.i.O.,n.i.O.,n.i.O.,21,64
64,1.4471320754716988,296.89329629629617,177.90147540983608,0.5555555555555556,951.5238095238096,1.4,0.0,,,0.5,0.4662500000000001,7.9,0.75,-103.28571428571428,-295.06960784313725,20.466666666666665,2019-12-11 10:00:49.896,6.5,66.994,3599.4,358.7220000000001,,,,,0.15,,,n.i.O.,n.i.O.,i.O.,21,65
65,-8.560178571428576,405.3886785714285,179.84753846153848,0.5217391304347826,951.4137931034484,1.4,0.5,,,0.5,0.4777777777777778,4.833333333333333,0.75,-42.45454545454545,-297.56442307692316,19.71875,2019-12-11 10:00:53.347,7.0,64.69340000000001,3597.4,373.36400000000003,,,,,0.15,,,i.O.,n.i.O.,i.O.,21,66
66,-6.7280350877193085,277.2754333333333,185.27184615384616,0.4761904761904762,951.5217391304348,1.2,1.0,,,0.5,0.2777777777777777,7.7,0.9,-55.884615384615394,-297.44038461538463,20.33333333333333,2019-12-11 10:00:56.798,7.0,51.9714,3017.666666666666,391.004,,23.925,,,0.15000000000000002,,,i.O.,n.i.O.,i.O.,21,67
67,-13.011535714285722,521.88975,178.60353846153842,0.52,951.3703703703703,1.3333333333333333,0.0,,,0.5,0.5337500000000002,11.571428571428573,0.7,2685.8888888888887,-298.8449019607844,19.966666666666665,2019-12-11 10:01:00.294,7.0,67.67080000000001,4468.0,405.37,,,,,0.10000000000000002,,,n.i.O.,n.i.O.,i.O.,21,68
