Unnamed: 0,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.C1_Axis.Actual_Power,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
68,-8.217816326530611,156.60463333333334,176.31874999999997,0.4736842105263158,951.5217391304348,1.3333333333333333,1.0,,,0.5,0.4144444444444445,7.0,0.75,2497.25,-300.9304081632653,19.44117647058824,2019-12-11 10:01:03.776,7.5,184.29050000000004,3119.5,420.898,,,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,69
69,-1.0091929824561392,376.2963103448275,189.5870967741936,0.6,951.4782608695652,0.3333333333333333,1.0,,0.1,0.5,0.5055555555555555,2.0,0.75,1935.8666666666666,-298.5605555555555,20.305555555555557,2019-12-11 10:01:07.455,7.5,116.39399999999999,2093.333333333333,440.72333333333336,,,,,0.1142857142857143,,,n.i.O.,n.i.O.,i.O.,21,70
70,2.3479183673469355,115.41992307692314,168.70375000000004,0.4782608695652174,951.5238095238096,2.0,0.5,,0.0,,0.45625,24.33333333333333,0.8888888888888888,313.7857142857143,-301.6842307692308,19.55172413793104,2019-12-11 10:01:10.719,7.5,-7.669666666666665,350.33333333333326,455.4,,,,,0.15000000000000002,,,n.i.O.,n.i.O.,i.O.,21,71
71,-5.136124999999994,241.5581612903226,183.09158730158728,0.5,951.3548387096774,1.0,0.6666666666666666,,,0.5,0.5222222222222221,7.333333333333332,0.8333333333333334,-66.41379310344827,-296.3489090909092,20.848484848484848,2019-12-11 10:01:14.316,7.5,-49.62533333333334,-2073.5,469.91666666666674,,,18.496,518.0,0.15000000000000002,-307.54,,n.i.O.,n.i.O.,n.i.O.,21,72
72,-10.687557377049176,306.5641481481481,173.9344927536232,0.6086956521739131,951.5,1.5,0.0,74.41,0.05,0.5,0.60625,22.91666666666667,2.8461538461538463,-92.25806451612905,-298.05129629629624,21.27586206896552,2019-12-11 10:01:17.613,7.5,519.0360000000002,-17481.0,389.09875,,,59.59771428571429,2185.125,0.15000000000000002,-298.2214285714285,,n.i.O.,n.i.O.,i.O.,21,73
73,-9.587384615384613,136.55060714285705,182.6022580645161,0.5,951.5217391304348,1.25,1.0,,,,0.60875,7.8,0.9,-156.69230769230768,-298.21288461538467,20.82758620689655,2019-12-11 10:01:21.221,6.5,80.12220000000002,3602.8,359.1725,,,,,0.15,,,n.i.O.,n.i.O.,i.O.,21,74
74,-18.407759999999996,212.88575,181.2276666666667,0.4761904761904762,951.48,1.4,1.0,,,0.5,0.5471428571428572,6.666666666666668,0.7142857142857143,-2704.217391304348,-301.30808510638286,20.714285714285715,2019-12-11 10:01:24.694,7.5,-73.76124999999998,2325.25,376.0425,,,,,0.15,,,i.O.,n.i.O.,i.O.,21,75
75,-5.620206896551723,258.4102758620689,178.58363636363637,0.5,951.5,1.4,0.0,,,0.5,0.6985714285714286,5.352941176470588,0.9,61.65625,-295.9862264150944,19.37142857142857,2019-12-11 10:01:28.181,7.5,86.8894,3602.2,390.16,,,,,0.15,,2.5,i.O.,n.i.O.,i.O.,21,76
76,-13.596709090909087,111.71206896551716,181.25704918032778,0.5,951.4285714285713,1.0,0.8333333333333334,,,0.5,0.6733333333333333,9.125,0.7142857142857143,-1925.5925925925928,-294.9722000000001,18.75757575757576,2019-12-11 10:01:31.598,7.5,111.251,3599.8,404.56199999999995,27.095,,,,0.15000000000000002,,2.0,n.i.O.,n.i.O.,i.O.,21,77
77,-20.183982456140352,289.4462692307692,177.6868852459017,0.5,951.5217391304348,1.0,1.0,,,,0.3788888888888889,9.333333333333334,0.75,8.433333333333334,-294.7938,22.25,2019-12-11 10:01:35.095,7.5,135.0035,3599.0,419.082,27.095,,,,0.15000000000000002,,2.6,n.i.O.,n.i.O.,i.O.,21,78
78,-15.138000000000002,255.86584375,186.33924242424243,0.5,951.4285714285713,1.0,1.0,,,0.5,0.475,9.5,0.9,9.0,-296.14851851851864,19.61111111111111,2019-12-11 10:01:38.498,7.5,101.7772,3601.8,434.92199999999997,,,,,0.16666666666666666,,2.5,n.i.O.,n.i.O.,i.O.,21,79
79,-7.5195294117646965,242.0747241379311,182.51560606060605,0.5185185185185185,951.44,1.3333333333333333,0.0,,,0.5,0.30375,13.333333333333336,1.0,-121.9,-297.36211538461544,20.24242424242424,2019-12-11 10:01:41.957,7.5,95.00980000000004,3601.2,449.682,27.09,,,,0.14,,,n.i.O.,n.i.O.,n.i.O.,21,80
80,-11.944983606557374,268.64077777777777,172.08500000000004,0.56,951.5,1.3333333333333333,0.5,,,0.5,0.49875,9.75,1.0,8.206896551724139,-299.54056603773586,20.37142857142857,2019-12-11 10:01:45.405,7.5,112.06300000000002,3600.2,464.802,27.1,,,,0.11666666666666665,,,n.i.O.,n.i.O.,i.O.,21,81
