_id,ValueID,value,timeStamp,progName,toolNo
5df0bd9a8e15b328ac146a16,12430012063.Channel1.Program_Feed,1045.44,2019-12-11 09:57:00.393,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a1d,12430012063.Channel1.Feed_Axis,1045.44,2019-12-11 09:57:00.407,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a1f,12430012063.Channel1.Spindle_Speed,0.0,2019-12-11 09:57:00.416,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a25,12430012063.Channel1.Program_Feed,40000.0,2019-12-11 09:57:00.421,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a2f,12430012063.Channel1.Feed_Axis,40000.0,2019-12-11 09:57:00.456,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a33,12430012063.Channel1.Program_Feed,38498.1217665259,2019-12-11 09:57:00.473,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a36,12430012063.Channel1.Feed_Axis,38498.1217665259,2019-12-11 09:57:00.478,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a3a,12430012063.Channel1.Program_Feed,29304.1788801529,2019-12-11 09:57:00.550,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a3f,12430012063.Channel1.Feed_Axis,29304.1788801529,2019-12-11 09:57:00.555,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a41,12430012063.Channel1.Program_Feed,12061.2146917424,2019-12-11 09:57:00.653,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a47,12430012063.Channel1.Feed_Axis,12061.2146917424,2019-12-11 09:57:00.670,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a4e,12430012063.Channel1.Program_Feed,0.0,2019-12-11 09:57:00.681,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a50,12430012063.Channel1.Feed_Axis,2887.58106826746,2019-12-11 09:57:00.696,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a51,12430012063.Channel1.Program_Feed,2887.58106826746,2019-12-11 09:57:00.701,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a5e,12430012063.Channel1.Program_Feed,15275.3038511348,2019-12-11 09:57:00.725,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a60,12430012063.Channel1.Feed_Axis,15275.3038511348,2019-12-11 09:57:00.728,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a69,12430012063.Channel1.Program_Feed,30975.6003029607,2019-12-11 09:57:00.776,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a6a,12430012063.Channel1.Feed_Axis,30975.6003029607,2019-12-11 09:57:00.780,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a73,12430012063.Channel1.Program_Feed,39445.1962449786,2019-12-11 09:57:00.828,REIBEN.MPF,RA_12H7
5df0bd9a8e15b328ac146a77,12430012063.Channel1.Feed_Axis,39445.1962449786,2019-12-11 09:57:00.831,REIBEN.MPF,RA_12H7
