_id,ValueID,value,timeStamp
5df0bd228e15b328ac140f4c,12430012063.Z1_Axis.Actual_Position_MCS,-414.87,2019-12-11 09:55:01.008
5df0bd238e15b328ac140f57,12430012063.Z1_Axis.Actual_Position_MCS,-410.31,2019-12-11 09:55:01.051
5df0bd238e15b328ac140f5f,12430012063.Z1_Axis.Actual_Position_MCS,-404.73,2019-12-11 09:55:01.101
5df0bd238e15b328ac140f6b,12430012063.Z1_Axis.Actual_Position_MCS,-403.2,2019-12-11 09:55:01.180
5df0bd238e15b328ac140fbd,12430012063.Z1_Axis.Actual_Position_MCS,-404.16,2019-12-11 09:55:01.459
5df0bd238e15b328ac140fc9,12430012063.Z1_Axis.Actual_Position_MCS,-409.14,2019-12-11 09:55:01.502
5df0bd238e15b328ac140fd7,12430012063.Z1_Axis.Actual_Position_MCS,-413.79,2019-12-11 09:55:01.631
5df0bd238e15b328ac140feb,12430012063.Z1_Axis.Actual_Position_MCS,-414.2,2019-12-11 09:55:01.931
5df0bd238e15b328ac140ffd,12430012063.Z1_Axis.Actual_Position_MCS,-415.2,2019-12-11 09:55:01.971
5df0bd288e15b328ac14134e,12430012063.Z1_Axis.Actual_Position_MCS,-415.18,2019-12-11 09:55:06.308
5df0bd288e15b328ac14135c,12430012063.Z1_Axis.Actual_Position_MCS,-412.67,2019-12-11 09:55:06.366
5df0bd288e15b328ac141368,12430012063.Z1_Axis.Actual_Position_MCS,-406.78,2019-12-11 09:55:06.423
5df0bd288e15b328ac141375,12430012063.Z1_Axis.Actual_Position_MCS,-403.3,2019-12-11 09:55:06.457
5df0bd288e15b328ac141381,12430012063.Z1_Axis.Actual_Position_MCS,-403.2,2019-12-11 09:55:06.531
5df0bd288e15b328ac1413ca,12430012063.Z1_Axis.Actual_Position_MCS,-403.37,2019-12-11 09:55:06.778
5df0bd288e15b328ac1413dc,12430012063.Z1_Axis.Actual_Position_MCS,-406.74,2019-12-11 09:55:06.920
5df0bd298e15b328ac1413e7,12430012063.Z1_Axis.Actual_Position_MCS,-414.2,2019-12-11 09:55:07.051
5df0bd298e15b328ac14140e,12430012063.Z1_Axis.Actual_Position_MCS,-415.2,2019-12-11 09:55:07.377
5df0bd2d8e15b328ac141723,12430012063.Z1_Axis.Actual_Position_MCS,-414.73,2019-12-11 09:55:11.684
5df0bd2d8e15b328ac14172f,12430012063.Z1_Axis.Actual_Position_MCS,-409.8,2019-12-11 09:55:11.718
5df0bd2d8e15b328ac141739,12430012063.Z1_Axis.Actual_Position_MCS,-404.42,2019-12-11 09:55:11.761
5df0bd2d8e15b328ac141746,12430012063.Z1_Axis.Actual_Position_MCS,-403.2,2019-12-11 09:55:11.876
5df0bd2e8e15b328ac14179c,12430012063.Z1_Axis.Actual_Position_MCS,-404.43,2019-12-11 09:55:12.391
5df0bd2e8e15b328ac1417af,12430012063.Z1_Axis.Actual_Position_MCS,-414.24,2019-12-11 09:55:12.463
5df0bd2e8e15b328ac1417be,12430012063.Z1_Axis.Actual_Position_MCS,-415.2,2019-12-11 09:55:12.503
5df0bd328e15b328ac141b01,12430012063.Z1_Axis.Actual_Position_MCS,-415.18,2019-12-11 09:55:16.993
5df0bd328e15b328ac141b11,12430012063.Z1_Axis.Actual_Position_MCS,-413.07,2019-12-11 09:55:17.030
5df0bd338e15b328ac141b1a,12430012063.Z1_Axis.Actual_Position_MCS,-406.78,2019-12-11 09:55:17.063
5df0bd338e15b328ac141b28,12430012063.Z1_Axis.Actual_Position_MCS,-403.2,2019-12-11 09:55:17.215
5df0bd338e15b328ac141b58,12430012063.Z1_Axis.Actual_Position_MCS,-403.31,2019-12-11 09:55:17.618
5df0bd338e15b328ac141b69,12430012063.Z1_Axis.Actual_Position_MCS,-414.2,2019-12-11 09:55:17.666
