,Unnamed: 0,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Tool_Control_Center.Symmetry,12430012063.X1_Axis.Actual_Power,12430012063.Y1_Axis.Actual_Power,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.A1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
55,55,-6.3916,378.5424814814815,180.9273333333333,0.5217391304347826,951.5,1.4,0.5,,0.5,0.4533333333333334,7.545454545454546,0.9,-3.066666666666667,-293.44489361702125,22.4,2019-12-11 09:28:05.348,7.5,115.58200000000002,3599.8,359.56199999999995,,23.565,,0.15000000000000002,,,,i.O.,n.i.O.,i.O.,20,56
56,56,-8.388937499999999,314.8257199999999,188.5263492063493,0.5,951.5,0.3333333333333333,0.75,,0.5,0.3025,7.090909090909091,0.75,45.74193548387096,-294.6790000000001,20.272727272727273,2019-12-11 09:28:08.846,7.5,85.80679999999998,3600.4,374.202,,23.565,,0.2,,,,n.i.O.,n.i.O.,i.O.,20,57
57,57,-7.895470588235292,302.6267407407407,185.3490163934426,0.4782608695652174,951.5217391304348,1.8333333333333333,1.0,,0.5,0.35000000000000003,9.444444444444443,0.75,-34.74074074074074,-293.8091489361703,18.222222222222218,2019-12-11 09:28:12.283,7.0,92.37075,3598.0,388.602,,23.565,,0.16666666666666666,,,,i.O.,n.i.O.,i.O.,20,58
58,58,-11.279294117647055,326.613,182.3724590163934,0.55,951.5,2.0,0.5,,0.3333333333333333,0.34625,9.5,0.9,10.862068965517242,-295.75127659574474,18.8,2019-12-11 09:28:15.739,7.5,52.51259999999999,3598.2,404.92,,,,0.15000000000000002,,,,i.O.,n.i.O.,i.O.,20,59
59,59,3.383882352941177,347.83768181818186,182.81491525423732,0.5,951.4761904761904,1.0,0.5,,0.6,0.5857142857142856,8.2,0.75,38.27586206896552,-296.42229166666664,22.88888888888889,2019-12-11 09:28:19.195,7.5,76.062,3603.2,419.47,,23.565,,0.17142857142857146,,,74.61,n.i.O.,n.i.O.,i.O.,20,60
60,60,-10.785875,268.18582758620687,173.05174603174598,0.5,951.52,2.0,1.0,,0.5,0.25625000000000003,9.625,0.75,1020.6,-296.735918367347,18.23076923076923,2019-12-11 09:28:22.652,7.5,87.97200000000001,3601.2,434.02,,23.565,,0.13333333333333333,,,,n.i.O.,n.i.O.,i.O.,20,61
61,61,-24.288066666666666,317.8098799999999,182.21106060606064,0.5,951.4782608695652,1.2,0.0,,0.5,0.30000000000000004,13.833333333333336,0.75,-36.0,-297.2296153846155,15.666666666666664,2019-12-11 09:28:26.091,7.5,97.9874,3601.8,449.92199999999997,,23.57,,0.15,,,,n.i.O.,n.i.O.,n.i.O.,20,62
62,62,-11.279294117647062,271.15411538461535,174.40936507936507,0.52,951.5217391304348,1.8,0.75,,0.0,0.28250000000000003,7.636363636363638,0.75,-104.76666666666668,-295.06627450980386,23.1,2019-12-11 09:28:29.542,7.5,96.54399999999998,3599.8,464.56199999999995,,23.565,,0.15,,,,i.O.,n.i.O.,i.O.,20,63
63,63,1.1279411764705949,411.06389999999993,187.7420634920635,0.5,951.4827586206897,2.0,0.5,,0.6666666666666666,0.4183333333333334,25.25,3.583333333333333,2485.866666666667,-297.7664000000001,20.25,2019-12-11 09:28:33.054,7.5,534.1491111111111,-16000.333333333336,404.40222222222224,,23.565,55.487625,0.15,2000.0,-314.4422222222222,,n.i.O.,n.i.O.,i.O.,20,64
64,64,-8.522111111111112,591.6038000000002,178.08440677966095,0.4761904761904762,951.5,0.3333333333333333,1.0,,0.3333333333333333,0.45,10.375,0.75,783.9393939393941,-294.8357142857145,18.125,2019-12-11 09:28:36.701,7.0,106.24349999999998,3598.4,358.842,,23.565,,0.15,,,,n.i.O.,n.i.O.,i.O.,20,65
65,65,-12.407294117647062,315.5230869565217,177.59783333333337,0.5185185185185185,951.5,1.75,0.5,,0.6666666666666666,0.4542857142857142,5.866666666666666,0.7,3436.4,-299.3482692307692,16.727272727272727,2019-12-11 09:28:40.143,7.0,90.34075,3598.0,373.602,,23.565,,0.15000000000000002,,,,i.O.,n.i.O.,i.O.,20,66
66,66,3.595249999999997,359.43847999999986,173.03983333333332,0.4782608695652174,951.5,2.0,0.5,,0.4,0.44625,10.428571428571429,0.75,4188.0,-300.9886,22.8,2019-12-11 09:28:43.600,7.0,60.904,3003.5,388.24199999999996,,23.565,,0.16,,,,n.i.O.,n.i.O.,i.O.,20,67
67,67,-10.151411764705887,405.7883809523809,182.0653448275862,0.5,951.52,1.4,0.5,,0.6666666666666666,0.5800000000000001,9.0,0.75,-60.375,-300.9248,18.923076923076927,2019-12-11 09:28:47.109,7.5,234.81825,4478.75,405.5025,,,,0.15000000000000002,,,,n.i.O.,n.i.O.,i.O.,20,68
68,68,-1.3695714285714302,90.7673333333333,182.90142857142865,0.5,951.4761904761904,2.0,1.0,,0.5,0.3771428571428571,4.857142857142857,0.7142857142857143,-2905.76,-299.3960869565218,15.416666666666664,2019-12-11 09:28:50.760,7.5,20.978,1166.5,425.565,,,,0.14,,,,i.O.,n.i.O.,i.O.,20,69
69,69,-9.023352941176476,-186.95209523809524,168.94783333333334,0.5217391304347826,951.5217391304348,1.8,0.5,,0.3333333333333333,0.355,9.285714285714286,1.0,-3714.88,-297.65044444444464,23.555555555555557,2019-12-11 09:28:54.040,7.5,118.08575,3919.0,437.2025,,,,0.15000000000000002,,,,i.O.,n.i.O.,i.O.,20,70
70,70,-5.992124999999999,87.41565217391299,179.4379032258064,0.4761904761904762,951.48,2.0,0.75,,0.5,0.38875,11.285714285714285,1.0,-3902.04,-300.68775510204085,20.181818181818183,2019-12-11 09:28:57.464,7.5,112.06300000000002,3119.833333333333,450.5366666666666,,,,0.15000000000000002,,,,n.i.O.,n.i.O.,i.O.,20,71
71,71,-14.3810625,-205.1588636363637,186.14983333333333,0.5263157894736842,951.5217391304348,1.3333333333333333,1.0,,0.5,0.47,9.222222222222221,1.0,-2132.846153846154,-295.4582608695652,18.25,2019-12-11 09:29:00.977,7.5,90.34075,4320.0,466.1,,,,0.16666666666666666,,,74.6,n.i.O.,n.i.O.,i.O.,20,72
72,72,-13.535058823529413,318.52347826086947,186.41772727272732,0.4782608695652174,951.4642857142856,1.0,0.5,,0.5,0.29666666666666663,24.461538461538463,3.333333333333333,-180.70967741935485,-296.40163265306126,17.75,2019-12-11 09:29:04.350,7.5,509.6372222222222,-15999.333333333336,400.36,,,55.230625,0.13333333333333333,2000.0,-298.935,,i.O.,n.i.O.,i.O.,20,73
73,73,-1.278333333333338,295.37362962962965,169.4318965517241,0.5,951.5,2.2,0.8,,0.6666666666666666,0.38333333333333336,7.8,0.7,-15.0,-293.7302325581394,21.272727272727273,2019-12-11 09:29:08.011,7.0,57.926200000000016,3598.2,359.92,,,,0.15000000000000002,,,,n.i.O.,n.i.O.,i.O.,20,74
74,74,-3.834933333333335,264.57514285714285,182.59265625,0.5217391304347826,951.5172413793103,0.5,0.5,,0.3333333333333333,0.45,4.4,0.9,-115.16666666666669,-296.20734693877546,18.08333333333333,2019-12-11 09:29:11.452,7.5,82.5584,3602.8,374.1725,,,,0.15,,,,i.O.,n.i.O.,i.O.,20,75
75,75,-12.783222222222221,294.8262692307692,187.02918032786891,0.4736842105263158,951.4827586206897,1.5,0.75,,0.6666666666666666,0.6,4.3157894736842115,0.9,-109.21428571428572,-294.3086666666667,16.09090909090909,2019-12-11 09:29:14.913,7.5,99.0702,3600.8,390.04,,,,0.16,,,,i.O.,n.i.O.,i.O.,20,76
76,76,-11.279294117647055,319.07812,172.605,0.52,951.52,1.3333333333333333,1.0,,0.5,0.5371428571428571,10.0,1.0,246.2647058823529,-294.098125,22.2,2019-12-11 09:29:18.349,7.5,95.822,3601.2,404.682,,,,0.13333333333333333,,,,i.O.,n.i.O.,i.O.,20,77
77,77,-9.587428571428571,548.2528260869565,179.59299999999993,0.4705882352941176,951.4827586206897,1.1428571428571428,0.5,,0.5,0.4525,7.888888888888888,0.75,-79.75757575757575,-293.3667391304349,21.272727272727273,2019-12-11 09:29:21.857,7.5,112.6042,3599.4,419.32199999999995,,,,0.15,,,,n.i.O.,n.i.O.,i.O.,20,78
78,78,-3.1957777777777783,445.60524000000004,180.0196491228071,0.5,951.52,1.75,0.8,,0.5,0.52875,10.125,0.75,794.84375,-294.0074468085106,16.181818181818183,2019-12-11 09:29:25.306,7.5,71.05474999999998,3599.4,433.722,26.22,,,0.15714285714285714,,,,i.O.,n.i.O.,i.O.,20,79
79,79,-5.992062500000002,605.3405217391304,177.20540983606548,0.5,951.4761904761904,2.0,0.75,,0.5,0.5814285714285715,15.8,0.75,1110.32,-293.2580434782609,17.833333333333332,2019-12-11 09:29:28.752,7.5,73.0846,3597.2,450.07,26.22,,,0.14285714285714288,,,,n.i.O.,n.i.O.,i.O.,20,80
80,80,-5.639647058823528,677.8354347826087,181.9190163934426,0.5217391304347826,951.48,1.4,1.0,,0.4,0.2671428571428571,10.25,0.75,2404.4347826086955,-299.3258695652174,19.846153846153847,2019-12-11 09:29:32.199,7.5,74.43799999999997,3599.4,464.77,26.22,,,0.15,,,,i.O.,n.i.O.,i.O.,20,81
