12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,Label
3.126358695652174,53.5279,179.81621848739482,0.5,317.3793103448276,1.0,0.5,354.875,-304.4475438596491,13.73913043478261,i.O.
1.7632183908045975,-223.57662499999995,184.3504464285714,0.5074626865671642,317.5,0.6666666666666666,0.5,8.8,-302.5818018018019,13.766666666666667,i.O.
1.3981770833333345,382.34162500000014,181.43026785714298,0.5,317.3,2.333333333333333,0.5,-156.0,-302.535945945946,12.5625,i.O.
1.0652777777777782,700.2045714285715,177.692972972973,0.4923076923076923,317.1282051282052,1.6666666666666667,1.0,26.0,-303.4183486238532,17.35,i.O.
0.2255882352941179,-132.68714285714282,175.6166964285714,0.5084745762711864,317.0625,1.5,1.0,67.9090909090909,-302.54027027027024,16.608695652173914,i.O.
0.2130555555555558,127.75799999999998,183.63008928571426,0.4931506849315068,317.3939393939394,1.6666666666666667,1.0,-129.63636363636363,-302.5998198198198,13.85,i.O.
0.20184210526315813,930.6755714285716,178.61207207207192,0.5,317.25,1.5,0.6666666666666666,-92.36363636363636,-303.49963636363634,15.3125,i.O.
0.210714285714286,322.86622222222223,179.16651785714288,0.5,317.13953488372096,2.0,0.42857142857142855,77.88461538461539,-303.5181818181818,19.0625,i.O.
0.7989583333333337,-269.504125,182.77437500000005,0.5,317.1111111111111,1.3333333333333333,0.5,25.16666666666667,-302.617027027027,15.666666666666664,i.O.
0.8247311827956997,85.09450000000002,187.00725663716807,0.5074626865671642,317.10526315789474,1.5,1.0,-91.63636363636364,-302.61477477477484,13.526315789473689,i.O.
1.337790697674419,905.0972857142856,179.5641441441441,0.4931506849315068,317.5,0.5,0.5,-54.28571428571429,-303.46263636363636,15.3125,i.O.
