Unnamed: 0,12430012063.A1_Axis.Actual_Power,12430012063.C1_Axis.Actual_Power,12430012063.Energy_Savings.Active_Power_Spindle1,12430012063.Energy_Savings.Active_Power_Z1,12430012063.Main_Spindle.Actual_Position_MCS,12430012063.Main_Spindle.Actual_Power,12430012063.Main_Spindle.Actual_Speed_Rate,12430012063.Main_Spindle.MPC_Peak,12430012063.Main_Spindle.MPC_Veff_Total,12430012063.Maintenance_Package.Tool_Usage_Main_lubriTOOL,12430012063.Tool_Control_Center.Axial_Force_Tension,12430012063.Tool_Control_Center.Bending_Moment,12430012063.Y1_Axis.Actual_Power,12430012063.Y1_Axis.Temperature_Y_Slide,12430012063.Z1_Axis.Actual_Feed_Rate,12430012063.Z1_Axis.Actual_Position_MCS,12430012063.Z1_Axis.Actual_Power,timeStamp,12430012063.Energy_Savings.Active_Power_X1,12430012063.X1_Axis.Actual_Feed_Rate,12430012063.X1_Axis.Actual_Position_MCS,12430012063.X1_Axis.Actual_Power,12430012063.Tool_Control_Center.Axial_Force_Compression,12430012063.Main_Spindle.Temperature_Spindle,12430012063.Energy_Savings.Active_Power_Y1,12430012063.Y1_Axis.Actual_Feed_Rate,12430012063.Y1_Axis.Actual_Position_MCS,Messschraube,Messtaster,Grenzlehrdorn,Ebene,Bohrung
56,7.2857142857142865,,10.85369811320755,-131.12953846153852,187.7772857142857,0.5263157894736842,317.15789473684214,1.0,0.6,74.33,0.053846153846153835,0.5217391304347826,1.0,,173.5,-308.2633333333334,16.944444444444443,2019-11-27 09:30:43.432,326.8505,939.0,381.51,8.666666666666666,0.059259259259259275,,,,,i.O.,n.i.O.,i.O.,8,57
57,7.5,,10.199446808510638,32.01724999999999,185.73271428571425,0.5,317.0,0.0,1.0,,0.05,0.4761904761904762,0.7142857142857143,,218.0769230769231,-308.31652173913045,13.217391304347824,2019-11-27 09:30:57.401,81.205,4261.0,394.09,3.0,0.047619047619047616,,,,,i.O.,n.i.O.,i.O.,8,58
58,7.5,,5.869897959183674,389.00264285714286,169.47676056338028,0.5135135135135135,317.3888888888889,2.2,1.0,,0.06000000000000001,0.5217391304347826,0.75,,-10.636363636363637,-308.2572463768116,13.72,2019-11-27 09:31:11.511,-20.978,5932.666666666668,411.26333333333326,3.75,0.05,26.775,,,,i.O.,n.i.O.,i.O.,8,59
59,7.5,,9.406509433962263,308.2470909090909,177.60457142857135,0.5,317.0,1.6666666666666667,1.0,74.32,0.05000000000000001,0.5,0.8,,-122.88235294117645,-308.15970588235297,17.05,2019-11-27 09:31:25.693,-228.051,0.0,426.68,4.75,0.06666666666666668,26.775,,,,i.O.,n.i.O.,i.O.,8,60
60,7.2,,9.587480769230767,-90.19,173.41044117647064,0.5,317.3,0.6666666666666666,0.5,,0.05555555555555555,0.4666666666666667,0.7142857142857143,,166.47058823529414,-308.3063235294117,17.625,2019-11-27 09:31:39.626,241.81099999999998,242.5,441.655,11.75,0.05,26.775,,,,i.O.,n.i.O.,i.O.,8,61
61,7.5,,7.590041666666665,95.25235714285714,184.59632352941182,0.5121951219512195,317.23076923076917,1.6666666666666667,0.3333333333333333,74.31,0.05,0.5238095238095238,0.6666666666666666,25.065,34.666666666666664,-308.25686567164183,13.05,2019-11-27 09:31:53.747,0.0,373.5,456.635,1.0,0.06,26.775,,,,i.O.,n.i.O.,i.O.,8,62
62,7.5,,9.587500000000002,429.972923076923,182.56043478260867,0.5116279069767442,317.27777777777777,1.0,0.8,,0.05,0.5,2.1666666666666665,25.065,-71.92857142857143,-308.2485074626865,15.45,2019-11-27 09:32:07.645,-75.7915,-1728.0,465.8,2.7777777777777777,0.05,26.775,,3293.0,,i.O.,n.i.O.,i.O.,8,63
63,7.5,,4.135784313725491,154.64641666666668,172.8426153846154,0.4864864864864865,317.5,2.2,0.5,,0.05,0.5,0.7142857142857143,25.066363636363636,-18.25,-307.9496923076922,16.375,2019-11-27 09:32:22.117,2942.3315,-13365.5,362.195,20.0,0.05,26.774999999999995,89.3965,607.5,-311.655,i.O.,n.i.O.,i.O.,8,64
64,7.5,,14.471622641509436,-113.45908333333334,180.84850746268654,0.5,317.38461538461536,0.3333333333333333,0.75,74.3,0.0625,0.4782608695652174,0.7142857142857143,25.065,319.0833333333333,-308.05641791044775,14.61904761904762,2019-11-27 09:32:36.105,391.13800000000003,3343.5,365.38,22.0,0.05,26.775,,,,i.O.,n.i.O.,i.O.,8,65
65,7.5,,10.023227272727274,339.7839090909092,186.89014705882354,0.5,317.0555555555556,2.5,0.8333333333333334,,0.05,0.5238095238095238,0.6666666666666666,25.065,41.0,-306.9144927536231,13.214285714285715,2019-11-27 09:32:50.063,,5426.0,380.9333333333333,0.5,0.05,26.775,,,,i.O.,n.i.O.,i.O.,8,66
66,7.5,,9.942555555555558,337.5796923076923,186.2634920634921,0.5161290322580645,317.35714285714283,1.5,1.0,,0.045454545454545456,0.5,0.8571428571428571,25.065,-102.26315789473685,-307.53274193548384,17.35,2019-11-27 09:33:04.264,-42.40733333333335,14.5,396.68,2.333333333333333,0.06000000000000001,26.775,,,,i.O.,n.i.O.,i.O.,8,67
67,7.0,,12.202227272727278,31.02827272727273,176.90388059701493,0.5,317.3333333333333,0.0,1.0,74.29,0.053846153846153835,0.5,0.75,,2569.4166666666665,-309.60000000000014,13.166666666666664,2019-11-27 09:33:18.871,0.0,0.0,411.68,7.5,0.05,26.77,,,,i.O.,n.i.O.,i.O.,8,68
68,7.5,,7.743673076923077,-42.8969090909091,175.79147058823526,0.5,317.38461538461536,1.3333333333333333,0.0,,0.04444444444444445,0.4782608695652174,0.875,,161.82352941176467,-308.0868656716417,14.352941176470587,2019-11-27 09:33:32.401,163.7635,4466.5,423.215,17.5,0.05,26.78,,,,i.O.,n.i.O.,i.O.,8,69
69,7.5,,5.965555555555557,379.0419230769231,186.93833333333333,0.5,317.5,1.3333333333333333,0.8,74.28,0.05333333333333333,0.5263157894736842,0.8,,-102.1,-307.81281249999995,13.61904761904762,2019-11-27 09:33:46.418,-4.737,1706.0,442.14,2.5,0.07222222222222224,26.775,,,,i.O.,n.i.O.,i.O.,8,70
70,7.5,,11.739714285714287,528.9060000000002,184.4712307692308,0.4857142857142857,317.25,1.5,0.5,,0.05,0.5,1.0,,-70.08333333333333,-307.57349206349204,17.2,2019-11-27 09:34:00.541,-120.00299999999999,140.5,464.17,6.25,0.05,26.775,,,,i.O.,n.i.O.,i.O.,8,71
71,7.5,,11.83131914893617,120.21309090909095,173.37761194029858,0.6,316.8888888888889,1.5,1.0,,0.045454545454545456,0.5,0.8,,-3.4375,-308.1307462686566,15.846153846153848,2019-11-27 09:34:14.647,0.0,-14.5,471.68,1.6,0.05,26.775,,1040.0,,i.O.,n.i.O.,i.O.,8,72
72,7.0,,13.4224,-112.58299999999996,181.83215384615391,0.5277777777777778,317.5,1.5,0.5,74.27,0.054545454545454536,0.4782608695652174,1.6666666666666667,,156.93333333333334,-307.66828124999995,14.041666666666664,2019-11-27 09:34:28.506,-886.9403333333335,-17920.0,380.71,4.5,0.05,26.775,11.302999999999999,1733.0,-293.72,i.O.,n.i.O.,i.O.,8,73
73,,,8.481211538461539,272.3018571428571,183.44811594202892,0.5,317.3,1.0,1.0,,0.05,0.52,0.7142857142857143,,40.9375,-306.78132352941174,13.73913043478261,2019-11-27 09:34:42.956,,3780.5,360.935,0.5,0.05263157894736842,26.775,,,,i.O.,i.O.,i.O.,8,74
74,7.5,,8.053460000000001,294.5393846153847,183.68276923076922,0.5135135135135135,317.2105263157895,1.5,1.0,,0.05000000000000001,0.5,0.6666666666666666,25.095,-150.07142857142858,-307.6631746031745,20.0,2019-11-27 09:34:56.949,-261.21,23.0,381.675,12.5,0.05555555555555555,,,,,i.O.,n.i.O.,i.O.,8,75
75,7.2,,2.396875000000001,-30.415153846153807,179.2915151515151,0.4871794871794872,317.5,0.5,1.0,74.26,0.05,0.5,1.0,25.095,157.2,-307.9995384615385,15.833333333333336,2019-11-27 09:35:11.074,243.6155,2090.0,396.1133333333333,1.8461538461538465,0.05,26.774999999999995,,,,i.O.,n.i.O.,i.O.,8,76
76,7.5,,12.55083636363636,56.26333333333332,177.7148529411765,0.5,317.1875,1.6,0.0,,0.061538461538461535,0.4736842105263158,0.75,25.095,176.55555555555554,-308.3383582089551,13.111111111111109,2019-11-27 09:35:24.929,81.882,0.0,411.68,9.666666666666666,0.05555555555555555,26.774999999999995,,,,i.O.,n.i.O.,i.O.,8,77
77,7.5,,13.53523529411765,446.37608333333327,180.57522388059704,0.5,317.22727272727275,1.5,0.5,74.25,0.04,0.5238095238095238,0.7142857142857143,25.096,-113.92857142857143,-309.6400000000001,14.8,2019-11-27 09:35:38.953,-32.482,3797.0,424.9,5.666666666666668,0.05,26.774999999999995,,,,i.O.,i.O.,i.O.,8,78
78,7.5,,9.256879310344829,189.9274166666667,188.87942857142846,0.5142857142857142,317.1666666666667,2.0,0.75,,0.06000000000000001,0.5,1.0,25.095,-68.1111111111111,-308.3330434782609,16.454545454545453,2019-11-27 09:35:53.329,-110.3035,1440.0,434.5,0.5,0.05,26.774999999999995,,,,i.O.,n.i.O.,i.O.,8,79
79,7.6,,9.413145454545457,-126.39500000000004,180.73818181818183,0.5,317.2142857142857,1.0,1.0,,0.05,0.4705882352941176,0.7142857142857143,25.095,120.26315789473685,-307.98615384615374,17.4375,2019-11-27 09:36:07.183,419.5595,533.0,456.605,5.857142857142858,0.05,26.774999999999995,,,,i.O.,i.O.,i.O.,8,80
80,7.4,,8.271529411764709,138.0161428571429,173.52223880597015,0.4848484848484849,317.25,2.2,1.0,74.24,0.04444444444444445,0.5333333333333333,0.5,25.095,49.5,-309.60106060606057,13.208333333333336,2019-11-27 09:36:21.189,10.1505,1460.0,471.35,2.833333333333333,0.05333333333333333,26.774999999999995,,,,i.O.,n.i.O.,i.O.,8,81
