Messungen Bohrung 12H7;;;;;
Bezeichnung:;;;;;
0101;> Ebene 1 Bohrung 1;;;;
0102;> Ebene 1 Bohrung 2;;;;
0201;> Ebene 2 Bohrung 1;;;;
;;;;;
;;;;;
Bezeichnung Bohrung;Messwert Innenmessschraube;Messwert Messtaster;Klassifizierung nach Messchraube;Klassifizierung nach Messtaster;Klassifizierung nach Grenzlehrdorn
0540;12,012;12,019;i.O.;n.i.O.;i.O.
0541;12,012;12,019;i.O.;n.i.O.;i.O.
0542;12,012;12,023;i.O.;n.i.O.;i.O.
0543;12,011;12,017;i.O.;i.O.;i.O.
0544;12,011;12,015;i.O.;i.O.;i.O.
0545;12,012;12,019;i.O.;n.i.O.;i.O.
0546;12,013;12,02;i.O.;n.i.O.;i.O.
0547;12,013;12,021;i.O.;n.i.O.;i.O.
0548;12,012;12,02;i.O.;n.i.O.;i.O.
0549;12,012;12,017;i.O.;i.O.;i.O.
0550;12,012;12,018;i.O.;i.O.;i.O.
0551;12,012;12,018;i.O.;i.O.;i.O.
0552;12,012;12,024;i.O.;n.i.O.;i.O.
0553;12,01;12,019;i.O.;n.i.O.;i.O.
0554;12,011;12,021;i.O.;n.i.O.;i.O.
0555;12,012;12,018;i.O.;i.O.;i.O.
0556;12,012;12,018;i.O.;i.O.;i.O.
0557;12,011;12,018;i.O.;i.O.;i.O.
0558;12,013;12,02;i.O.;n.i.O.;i.O.
0559;12,012;12,019;i.O.;n.i.O.;i.O.
0560;12,011;12,017;i.O.;i.O.;i.O.
0561;12,011;12,018;i.O.;i.O.;i.O.
0562;12,012;12,02;i.O.;n.i.O.;i.O.
0563;12,012;12,02;i.O.;n.i.O.;i.O.
0564;12,013;12,023;i.O.;n.i.O.;i.O.
0565;12,014;12,02;i.O.;n.i.O.;i.O.
0566;12,013;12,022;i.O.;n.i.O.;i.O.
0567;12,013;12,02;i.O.;n.i.O.;i.O.
0568;12,012;12,021;i.O.;n.i.O.;i.O.
0569;12,012;12,02;i.O.;n.i.O.;i.O.
0570;12,012;12,02;i.O.;n.i.O.;i.O.
0571;12,012;12,025;i.O.;n.i.O.;i.O.
0572;12,012;12,022;i.O.;n.i.O.;i.O.
0573;12,014;12,018;i.O.;i.O.;i.O.
0574;12,014;12,021;i.O.;n.i.O.;i.O.
0575;12,012;12,017;i.O.;i.O.;i.O.
0576;12,013;12,02;i.O.;n.i.O.;i.O.
0577;12,012;12,018;i.O.;i.O.;i.O.
0578;12,014;12,019;i.O.;n.i.O.;i.O.
0579;12,013;12,019;i.O.;n.i.O.;i.O.
0580;12,014;12,022;i.O.;n.i.O.;i.O.
0581;12,012;12,021;i.O.;n.i.O.;i.O.
0601;12,012;12,021;i.O.;n.i.O.;i.O.
0602;12,013;12,022;i.O.;n.i.O.;i.O.
0603;12,013;12,02;i.O.;n.i.O.;i.O.
0604;12,011;12,017;i.O.;i.O.;i.O.
0605;12,013;12,021;i.O.;n.i.O.;i.O.
0606;12,012;12,019;i.O.;n.i.O.;i.O.
0607;12,012;12,022;i.O.;n.i.O.;i.O.
0608;12,012;12,018;i.O.;i.O.;i.O.
0609;12,014;12,023;i.O.;n.i.O.;i.O.
0610;12,012;12,022;i.O.;n.i.O.;i.O.
0611;12,012;12,022;i.O.;n.i.O.;i.O.
0612;12,013;12,022;i.O.;n.i.O.;i.O.
0613;12,013;12,017;i.O.;i.O.;i.O.
0614;12,011;12,018;i.O.;i.O.;i.O.
0615;12,011;12,021;i.O.;n.i.O.;i.O.
0616;12,012;12,021;i.O.;n.i.O.;i.O.
0617;12,012;12,021;i.O.;n.i.O.;i.O.
0618;12,012;12,018;i.O.;i.O.;i.O.
0619;12,012;12,019;i.O.;n.i.O.;i.O.
0620;12,012;12,022;i.O.;n.i.O.;i.O.
0621;12,012;12,02;i.O.;n.i.O.;i.O.
0622;12,012;12,022;i.O.;n.i.O.;i.O.
0623;12,013;12,021;i.O.;n.i.O.;i.O.
0624;12,012;12,024;i.O.;n.i.O.;i.O.
0625;12,011;12,023;i.O.;n.i.O.;i.O.
0626;12,011;12,021;i.O.;n.i.O.;i.O.
0627;12,012;12,022;i.O.;n.i.O.;i.O.
0628;12,012;12,026;i.O.;n.i.O.;i.O.
0629;12,011;12,02;i.O.;n.i.O.;i.O.
0630;12,011;12,021;i.O.;n.i.O.;i.O.
0631;12,011;12,017;i.O.;i.O.;i.O.
0632;12,01;12,02;i.O.;n.i.O.;i.O.
0633;12,011;12,017;i.O.;i.O.;i.O.
0634;12,01;12,019;i.O.;n.i.O.;i.O.
0635;12,011;12,02;i.O.;n.i.O.;i.O.
0636;12,012;12,018;i.O.;i.O.;i.O.
0637;12,012;12,023;i.O.;n.i.O.;i.O.
0638;12,011;12,02;i.O.;n.i.O.;i.O.
0639;12,013;12,022;i.O.;n.i.O.;i.O.
0640;12,013;12,02;i.O.;n.i.O.;i.O.
0641;12,012;12,02;i.O.;n.i.O.;i.O.
0642;12,012;12,021;i.O.;n.i.O.;i.O.
0643;12,011;12,02;i.O.;n.i.O.;i.O.
0644;12,012;12,019;i.O.;n.i.O.;i.O.
0645;12,012;12,019;i.O.;n.i.O.;i.O.
0646;12,011;12,021;i.O.;n.i.O.;i.O.
0647;12,011;12,018;i.O.;i.O.;i.O.
0648;12,011;12,021;i.O.;n.i.O.;i.O.
0649;12,012;12,02;i.O.;n.i.O.;i.O.
0650;12,012;12,02;i.O.;n.i.O.;i.O.
0651;12,011;12,019;i.O.;n.i.O.;i.O.
0652;12,011;12,021;i.O.;n.i.O.;i.O.
0653;12,011;12,018;i.O.;i.O.;i.O.
0654;12,01;12,021;i.O.;n.i.O.;i.O.
0655;12,011;12,02;i.O.;n.i.O.;i.O.
0656;12,01;12,023;i.O.;n.i.O.;i.O.
0657;12,01;12,017;i.O.;i.O.;i.O.
0658;12,01;12,017;i.O.;i.O.;i.O.
0659;12,011;12,018;i.O.;i.O.;i.O.
0660;12,01;12,017;i.O.;i.O.;i.O.
0661;12,01;12,02;i.O.;n.i.O.;i.O.
0662;12,01;12,015;i.O.;i.O.;i.O.
0663;12,011;12,023;i.O.;n.i.O.;i.O.
0664;12,011;12,019;i.O.;n.i.O.;i.O.
0665;12,012;12,023;i.O.;n.i.O.;i.O.
0666;12,01;12,019;i.O.;n.i.O.;i.O.
0667;12,011;12,021;i.O.;n.i.O.;i.O.
0668;12,01;12,016;i.O.;i.O.;i.O.
0669;12,01;12,021;i.O.;n.i.O.;i.O.
0670;12,011;12,022;i.O.;n.i.O.;i.O.
0671;12,01;12,021;i.O.;n.i.O.;i.O.
0672;12,01;12,018;i.O.;i.O.;i.O.
0673;12,011;12,019;i.O.;n.i.O.;i.O.
0674;12,012;12,016;i.O.;i.O.;i.O.
0675;12,012;12,019;i.O.;n.i.O.;i.O.
0676;12,012;12,019;i.O.;n.i.O.;i.O.
0677;12,011;12,018;i.O.;i.O.;i.O.
0678;12,011;12,023;i.O.;n.i.O.;i.O.
0679;12,011;12,018;i.O.;i.O.;i.O.
0680;12,011;12,019;i.O.;n.i.O.;i.O.
0681;12,013;12,019;i.O.;n.i.O.;i.O.
0701;12,012;12,022;i.O.;n.i.O.;i.O.
0702;12,011;12,02;i.O.;n.i.O.;i.O.
0703;12,011;12,019;i.O.;n.i.O.;i.O.
0704;12,011;12,019;i.O.;n.i.O.;i.O.
0705;12,01;12,02;i.O.;n.i.O.;i.O.
