      Date;    Time;                         Program; Workpiece no.;     Testpoint;Plane;     Probe no.;         Cycle;        S_MVAR;               Measuring variant;Results:    ;      Setpoint;      Measured;    Difference;Unit
26.11.2019;13:59:13;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;15,002;0,002;mm
26.11.2019;13:59:13;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,011;0,011;mm
26.11.2019;13:59:13;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,021;0,012;mm
26.11.2019;13:59:18;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;30,008;0,008;mm
26.11.2019;13:59:18;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,989;-0,011;mm
26.11.2019;13:59:18;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;13:59:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;45,003;0,003;mm
26.11.2019;13:59:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,008;0,008;mm
26.11.2019;13:59:23;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,02;0,011;mm
26.11.2019;13:59:28;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;60;60,003;0,003;mm
26.11.2019;13:59:28;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,006;0,006;mm
26.11.2019;13:59:28;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,017;0,008;mm
26.11.2019;13:59:32;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;75;74,99;-0,01;mm
26.11.2019;13:59:32;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,002;0,002;mm
26.11.2019;13:59:32;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,021;0,012;mm
26.11.2019;13:59:37;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;90;90,011;0,011;mm
26.11.2019;13:59:37;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,994;-0,006;mm
26.11.2019;13:59:37;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,019;0,01;mm
26.11.2019;13:59:42;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;105;105,008;0,008;mm
26.11.2019;13:59:42;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;15,006;0,006;mm
26.11.2019;13:59:42;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;13:59:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;120;120,013;0,013;mm
26.11.2019;13:59:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,992;-0,008;mm
26.11.2019;13:59:47;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,018;0,009;mm
26.11.2019;13:59:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;135;135,009;0,009;mm
26.11.2019;13:59:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;15;14,995;-0,005;mm
26.11.2019;13:59:52;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,023;0,014;mm
26.11.2019;14:00:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;15;15,016;0,016;mm
26.11.2019;14:00:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,002;0,002;mm
26.11.2019;14:00:00;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;14:00:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;30;30,008;0,008;mm
26.11.2019;14:00:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;29,998;-0,002;mm
26.11.2019;14:00:05;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Diameter    ;12,009;12,022;0,013;mm
26.11.2019;14:00:10;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;X           ;45;44,998;-0,002;mm
26.11.2019;14:00:10;                      REIBEN.MPF;              ;1;  G17;1;977;1;                          1 Hole;Y           ;30;30,01;0,01;mm
