_id,ValueID,value,timeStamp,progName,toolNo
5df746ee8e15b328ac2036aa,12430012063.Channel1.Feed_Axis,3513.84,2019-12-16 08:56:15.359,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036b0,12430012063.Channel1.Program_Feed,10483.44,2019-12-16 08:56:15.402,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036b1,12430012063.Channel1.Spindle_Speed,0.0,2019-12-16 08:56:15.403,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036be,12430012063.Channel1.Feed_Axis,40000.0,2019-12-16 08:56:16.012,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036c1,12430012063.Channel1.Program_Feed,40000.0,2019-12-16 08:56:16.014,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036cc,12430012063.Channel1.Feed_Axis,38476.8248676581,2019-12-16 08:56:16.037,REIBEN.MPF,RA_12H7
5df746ee8e15b328ac2036ce,12430012063.Channel1.Program_Feed,33253.2017930842,2019-12-16 08:56:16.039,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac2036d5,12430012063.Channel1.Feed_Axis,0.0,2019-12-16 08:56:16.154,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac2036d8,12430012063.Channel1.Program_Feed,1039.52918457628,2019-12-16 08:56:16.196,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac2036e3,12430012063.Channel1.Feed_Axis,39445.1962449786,2019-12-16 08:56:16.349,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac2036e5,12430012063.Channel1.Program_Feed,40105.2926148258,2019-12-16 08:56:16.395,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac2036f0,12430012063.Channel1.Feed_Axis,40105.2926148258,2019-12-16 08:56:16.548,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac203700,12430012063.Channel1.Feed_Axis,26823.4840473824,2019-12-16 08:56:16.957,REIBEN.MPF,RA_12H7
5df746ef8e15b328ac203701,12430012063.Channel1.Program_Feed,15718.1663079526,2019-12-16 08:56:16.989,REIBEN.MPF,RA_12H7
5df746f08e15b328ac20370d,12430012063.Channel1.Feed_Axis,0.0,2019-12-16 08:56:17.182,REIBEN.MPF,RA_12H7
5df746f08e15b328ac20370f,12430012063.Channel1.Program_Feed,0.0,2019-12-16 08:56:17.194,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203754,12430012063.Channel1.Feed_Axis,17032.2259199167,2019-12-16 08:56:22.197,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203753,12430012063.Channel1.Program_Feed,21041.555473864,2019-12-16 08:56:22.202,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203757,12430012063.Channel1.Spindle_Speed,954.58984375,2019-12-16 08:56:22.203,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203764,12430012063.Channel1.Feed_Axis,41248.2464397867,2019-12-16 08:56:22.244,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203763,12430012063.Channel1.Program_Feed,41248.2464397867,2019-12-16 08:56:22.246,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203768,12430012063.Channel1.Spindle_Speed,953.9794921875,2019-12-16 08:56:22.247,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203777,12430012063.Channel1.Spindle_Speed,954.055786132812,2019-12-16 08:56:22.394,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203786,12430012063.Channel1.Feed_Axis,3076.42044221621,2019-12-16 08:56:22.585,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203787,12430012063.Channel1.Program_Feed,1534.35198862884,2019-12-16 08:56:22.597,REIBEN.MPF,RA_12H7
5df746f58e15b328ac20378a,12430012063.Channel1.Spindle_Speed,954.132080078125,2019-12-16 08:56:22.607,REIBEN.MPF,RA_12H7
5df746f58e15b328ac203796,12430012063.Channel1.Feed_Axis,35299.9608190714,2019-12-16 08:56:22.783,REIBEN.MPF,RA_12H7
5df746f58e15b328ac20379b,12430012063.Channel1.Program_Feed,37274.3385856791,2019-12-16 08:56:22.797,REIBEN.MPF,RA_12H7
5df746f58e15b328ac20379c,12430012063.Channel1.Spindle_Speed,953.445434570312,2019-12-16 08:56:22.808,REIBEN.MPF,RA_12H7
5df746f58e15b328ac2037a7,12430012063.Channel1.Feed_Axis,40000.0,2019-12-16 08:56:22.991,REIBEN.MPF,RA_12H7
5df746f58e15b328ac2037aa,12430012063.Channel1.Program_Feed,40000.0,2019-12-16 08:56:23.003,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037b3,12430012063.Channel1.Feed_Axis,26320.4929694137,2019-12-16 08:56:23.184,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037b4,12430012063.Channel1.Program_Feed,22343.1742099529,2019-12-16 08:56:23.266,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037b5,12430012063.Channel1.Spindle_Speed,954.437255859375,2019-12-16 08:56:23.267,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037c0,12430012063.Channel1.Feed_Axis,381.708923475079,2019-12-16 08:56:23.452,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037c4,12430012063.Channel1.Program_Feed,0.399331127271632,2019-12-16 08:56:23.455,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037c2,12430012063.Channel1.Spindle_Speed,954.818725585938,2019-12-16 08:56:23.456,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037ca,12430012063.Channel1.Feed_Axis,381.40869140625,2019-12-16 08:56:23.686,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037cd,12430012063.Channel1.Program_Feed,0.400040023793533,2019-12-16 08:56:23.687,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037cb,12430012063.Channel1.Spindle_Speed,953.67431640625,2019-12-16 08:56:23.688,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037d1,12430012063.Channel1.Feed_Axis,381.591796875,2019-12-16 08:56:23.789,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037d5,12430012063.Channel1.Program_Feed,0.40032,2019-12-16 08:56:23.801,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037db,12430012063.Channel1.Feed_Axis,381.774585099297,2019-12-16 08:56:23.990,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037dd,12430012063.Channel1.Program_Feed,0.399966707789181,2019-12-16 08:56:24.012,REIBEN.MPF,RA_12H7
5df746f68e15b328ac2037de,12430012063.Channel1.Spindle_Speed,954.28466796875,2019-12-16 08:56:24.014,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037e4,12430012063.Channel1.Feed_Axis,381.530797077162,2019-12-16 08:56:24.184,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037e6,12430012063.Channel1.Program_Feed,0.399904023034472,2019-12-16 08:56:24.206,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037e7,12430012063.Channel1.Spindle_Speed,953.903198242188,2019-12-16 08:56:24.207,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037ec,12430012063.Channel1.Feed_Axis,381.593498044772,2019-12-16 08:56:24.388,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037ef,12430012063.Channel1.Program_Feed,0.400194260851069,2019-12-16 08:56:24.400,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037ed,12430012063.Channel1.Spindle_Speed,953.67431640625,2019-12-16 08:56:24.410,REIBEN.MPF,RA_12H7
5df746f78e15b328ac2037f2,12430012063.Channel1.Feed_Axis,381.723969737144,2019-12-16 08:56:24.582,REIBEN.MPF,RA_12H7
